Srednia produkcja godzinowa na 1 kW mocy instalacji fotowoltaiki za 2019 dla lokalizacji Krakow [kW],Srednia rynkowa cena godzinowa sprzedazy energii do sieci za 2023 [PLN/MWh],Poziom auto-konsumpcji_procent
0.142,510.62,22

