day_of_year,hour,production_per_kw
85,22,0
85,23,0
86,0,0
86,1,0
86,2,0
86,3,0
86,4,0.001
86,5,0.126
86,6,0.37
86,7,0.561
86,8,0.695
86,9,0.775
86,10,0.803
86,11,0.783
86,12,0.712
86,13,0.589
86,14,0.416
86,15,0.204
86,16,0.023
86,17,0
86,18,0
86,19,0
86,20,0
86,21,0
86,22,0
86,23,0
87,0,0
87,1,0
87,2,0
87,3,0
87,4,0
87,5,0.024
87,6,0.043
87,7,0.064
87,8,0.071
87,9,0.068
87,10,0.107
87,11,0.177
87,12,0.195
87,13,0.238
87,14,0.191
87,15,0.105
87,16,0.019
87,17,0
87,18,0
87,19,0
87,20,0
87,21,0
87,22,0
87,23,0
88,0,0
88,1,0
88,2,0
88,3,0
88,4,0.003
88,5,0.123
88,6,0.307
88,7,0.501
88,8,0.616
88,9,0.674
88,10,0.678
88,11,0.605
88,12,0.48
88,13,0.338
88,14,0.243
88,15,0.14
88,16,0.023
88,17,0
88,18,0
88,19,0
88,20,0
88,21,0
88,22,0
88,23,0
89,0,0
89,1,0
89,2,0
89,3,0
89,4,0.003
89,5,0.086
89,6,0.255
89,7,0.466
89,8,0.653
89,9,0.73
89,10,0.756
89,11,0.736
89,12,0.665
89,13,0.548
89,14,0.387
89,15,0.194
89,16,0.027
89,17,0
89,18,0
89,19,0
89,20,0
89,21,0
89,22,0
89,23,0
90,0,0
90,1,0
90,2,0
90,3,0
90,4,0.004
90,5,0.133
90,6,0.337
90,7,0.513
90,8,0.634
90,9,0.707
90,10,0.732
90,11,0.712
90,12,0.64
90,13,0.515
90,14,0.339
90,15,0.121
90,16,0.016
90,17,0
90,18,0
90,19,0
90,20,0
90,21,0
90,22,0
90,23,0
91,0,0
91,1,0
91,2,0
91,3,0
91,4,0.004
91,5,0.148
91,6,0.368
91,7,0.557
91,8,0.693
91,9,0.776
91,10,0.807
91,11,0.787
91,12,0.717
91,13,0.598
91,14,0.428
91,15,0.22
91,16,0.034
91,17,0
91,18,0
91,19,0
91,20,0
91,21,0
91,22,0
91,23,0
92,0,0
92,1,0
92,2,0
92,3,0
92,4,0.005
92,5,0.159
92,6,0.378
92,7,0.559
92,8,0.685
92,9,0.755
92,10,0.776
92,11,0.75
92,12,0.676
92,13,0.556
92,14,0.389
92,15,0.194
92,16,0.031
92,17,0
92,18,0
92,19,0
92,20,0
92,21,0
92,22,0
92,23,0
93,0,0
93,1,0
93,2,0
93,3,0
93,4,0.006
93,5,0.111
93,6,0.279
93,7,0.42
93,8,0.478
93,9,0.51
93,10,0.499
93,11,0.422
93,12,0.447
93,13,0.354
93,14,0.155
93,15,0.035
93,16,0.003
93,17,0
93,18,0
93,19,0
93,20,0
93,21,0
93,22,0
93,23,0
94,0,0
94,1,0
94,2,0
94,3,0
94,4,0.005
94,5,0.059
94,6,0.133
94,7,0.216
94,8,0.304
94,9,0.507
94,10,0.641
94,11,0.618
94,12,0.54
94,13,0.434
94,14,0.304
94,15,0.153
94,16,0.029
94,17,0
94,18,0
94,19,0
94,20,0
94,21,0
94,22,0
94,23,0
95,0,0
95,1,0
95,2,0
95,3,0
95,4,0.005
95,5,0.072
95,6,0.184
95,7,0.345
95,8,0.546
95,9,0.66
95,10,0.691
95,11,0.65
95,12,0.56
95,13,0.43
95,14,0.28
95,15,0.14
95,16,0.028
95,17,0
95,18,0
95,19,0
95,20,0
95,21,0
95,22,0
95,23,0
96,0,0
96,1,0
96,2,0
96,3,0
96,4,0.003
96,5,0.036
96,6,0.091
96,7,0.177
96,8,0.29
96,9,0.336
96,10,0.263
96,11,0.154
96,12,0.113
96,13,0.087
96,14,0.057
96,15,0.025
96,16,0.003
96,17,0
96,18,0
96,19,0
96,20,0
96,21,0
96,22,0
96,23,0
97,0,0
97,1,0
97,2,0
97,3,0
97,4,0.003
97,5,0.032
97,6,0.077
97,7,0.136
97,8,0.211
97,9,0.296
97,10,0.52
97,11,0.608
97,12,0.585
97,13,0.495
97,14,0.358
97,15,0.177
97,16,0.04
97,17,0
97,18,0
97,19,0
97,20,0
97,21,0
97,22,0
97,23,0
98,0,0
98,1,0
98,2,0
98,3,0
98,4,0.011
98,5,0.134
98,6,0.302
98,7,0.491
98,8,0.622
98,9,0.703
98,10,0.718
98,11,0.687
98,12,0.598
98,13,0.485
98,14,0.346
98,15,0.141
98,16,0.031
98,17,0
98,18,0
98,19,0
98,20,0
98,21,0
98,22,0
98,23,0
99,0,0
99,1,0
99,2,0
99,3,0
99,4,0.012
99,5,0.11
99,6,0.263
99,7,0.424
99,8,0.553
99,9,0.678
99,10,0.71
99,11,0.674
99,12,0.595
99,13,0.455
99,14,0.319
99,15,0.15
99,16,0.036
99,17,0
99,18,0
99,19,0
99,20,0
99,21,0
99,22,0
99,23,0
100,0,0
100,1,0
100,2,0
100,3,0
100,4,0.013
100,5,0.102
100,6,0.247
100,7,0.343
100,8,0.438
100,9,0.46
100,10,0.44
100,11,0.397
100,12,0.31
100,13,0.215
100,14,0.129
100,15,0.065
100,16,0.013
100,17,0
100,18,0
100,19,0
100,20,0
100,21,0
100,22,0
100,23,0
101,0,0
101,1,0
101,2,0
101,3,0
101,4,0.005
101,5,0.054
101,6,0.133
101,7,0.217
101,8,0.286
101,9,0.317
101,10,0.325
101,11,0.324
101,12,0.294
101,13,0.236
101,14,0.159
101,15,0.082
101,16,0.022
101,17,0
101,18,0
101,19,0
101,20,0
101,21,0
101,22,0
101,23,0
102,0,0
102,1,0
102,2,0
102,3,0
102,4,0.01
102,5,0.07
102,6,0.159
102,7,0.228
102,8,0.281
102,9,0.295
102,10,0.317
102,11,0.292
102,12,0.226
102,13,0.15
102,14,0.104
102,15,0.052
102,16,0.013
102,17,0
102,18,0
102,19,0
102,20,0
102,21,0
102,22,0
102,23,0
103,0,0
103,1,0
103,2,0
103,3,0
103,4,0.009
103,5,0.056
103,6,0.109
103,7,0.144
103,8,0.158
103,9,0.153
103,10,0.202
103,11,0.228
103,12,0.249
103,13,0.253
103,14,0.174
103,15,0.089
103,16,0.024
103,17,0
103,18,0
103,19,0
103,20,0
103,21,0
103,22,0
103,23,0
104,0,0
104,1,0
104,2,0
104,3,0
104,4,0.014
104,5,0.08
104,6,0.188
104,7,0.302
104,8,0.418
104,9,0.49
104,10,0.538
104,11,0.546
104,12,0.539
104,13,0.493
104,14,0.345
104,15,0.168
104,16,0.04
104,17,0
104,18,0
104,19,0
104,20,0
104,21,0
104,22,0
104,23,0
105,0,0
105,1,0
105,2,0
105,3,0
105,4,0.022
105,5,0.152
105,6,0.392
105,7,0.569
105,8,0.692
105,9,0.771
105,10,0.801
105,11,0.783
105,12,0.717
105,13,0.604
105,14,0.445
105,15,0.249
105,16,0.062
105,17,0
105,18,0
105,19,0
105,20,0
105,21,0
105,22,0
105,23,0
106,0,0
106,1,0
106,2,0
106,3,0
106,4,0.022
106,5,0.196
106,6,0.405
106,7,0.577
106,8,0.703
106,9,0.777
106,10,0.804
106,11,0.783
106,12,0.715
106,13,0.591
106,14,0.396
106,15,0.154
106,16,0.035
106,17,0
106,18,0
106,19,0
106,20,0
106,21,0
106,22,0
106,23,0
107,0,0
107,1,0
107,2,0
107,3,0
107,4,0.017
107,5,0.101
107,6,0.285
107,7,0.462
107,8,0.577
107,9,0.63
107,10,0.671
107,11,0.66
107,12,0.623
107,13,0.499
107,14,0.346
107,15,0.194
107,16,0.057
107,17,0.001
107,18,0
107,19,0
107,20,0
107,21,0
107,22,0
107,23,0
108,0,0
108,1,0
108,2,0
108,3,0
108,4,0.026
108,5,0.18
108,6,0.373
108,7,0.538
108,8,0.656
108,9,0.713
108,10,0.737
108,11,0.722
108,12,0.667
108,13,0.566
108,14,0.421
108,15,0.24
108,16,0.064
108,17,0.001
108,18,0
108,19,0
108,20,0
108,21,0
108,22,0
108,23,0
109,0,0
109,1,0
109,2,0
109,3,0
109,4,0.026
109,5,0.192
109,6,0.391
109,7,0.552
109,8,0.67
109,9,0.742
109,10,0.769
109,11,0.753
109,12,0.693
109,13,0.587
109,14,0.436
109,15,0.249
109,16,0.067
109,17,0.002
109,18,0
109,19,0
109,20,0
109,21,0
109,22,0
109,23,0
110,0,0
110,1,0
110,2,0
110,3,0
110,4,0.029
110,5,0.196
110,6,0.392
110,7,0.552
110,8,0.667
110,9,0.738
110,10,0.761
110,11,0.729
110,12,0.615
110,13,0.416
110,14,0.242
110,15,0.127
110,16,0.035
110,17,0
110,18,0
110,19,0
110,20,0
110,21,0
110,22,0
110,23,0
111,0,0
111,1,0
111,2,0
111,3,0
111,4,0.033
111,5,0.176
111,6,0.342
111,7,0.49
111,8,0.624
111,9,0.733
111,10,0.765
111,11,0.745
111,12,0.669
111,13,0.554
111,14,0.395
111,15,0.21
111,16,0.065
111,17,0.003
111,18,0
111,19,0
111,20,0
111,21,0
111,22,0
111,23,0
112,0,0
112,1,0
112,2,0
112,3,0
112,4,0.035
112,5,0.148
112,6,0.314
112,7,0.436
112,8,0.52
112,9,0.527
112,10,0.494
112,11,0.445
112,12,0.466
112,13,0.445
112,14,0.359
112,15,0.217
112,16,0.068
112,17,0.004
112,18,0
112,19,0
112,20,0
112,21,0
112,22,0
112,23,0
113,0,0
113,1,0
113,2,0
113,3,0
113,4,0.036
113,5,0.144
113,6,0.286
113,7,0.471
113,8,0.603
113,9,0.697
113,10,0.722
113,11,0.703
113,12,0.643
113,13,0.522
113,14,0.35
113,15,0.175
113,16,0.051
113,17,0.002
113,18,0
113,19,0
113,20,0
113,21,0
113,22,0
113,23,0
114,0,0
114,1,0
114,2,0
114,3,0
114,4,0.035
114,5,0.154
114,6,0.316
114,7,0.468
114,8,0.58
114,9,0.643
114,10,0.608
114,11,0.54
114,12,0.492
114,13,0.44
114,14,0.322
114,15,0.188
114,16,0.068
114,17,0.004
114,18,0
114,19,0
114,20,0
114,21,0
114,22,0
114,23,0
115,0,0
115,1,0
115,2,0
115,3,0
115,4,0.039
115,5,0.174
115,6,0.32
115,7,0.475
115,8,0.597
115,9,0.659
115,10,0.674
115,11,0.663
115,12,0.621
115,13,0.531
115,14,0.389
115,15,0.213
115,16,0.071
115,17,0.005
115,18,0
115,19,0
115,20,0
115,21,0
115,22,0
115,23,0
116,0,0
116,1,0
116,2,0
116,3,0
116,4,0.039
116,5,0.19
116,6,0.357
116,7,0.5
116,8,0.611
116,9,0.686
116,10,0.712
116,11,0.695
116,12,0.636
116,13,0.535
116,14,0.394
116,15,0.224
116,16,0.069
116,17,0.005
116,18,0
116,19,0
116,20,0
116,21,0
116,22,0
116,23,0
117,0,0
117,1,0
117,2,0
117,3,0
117,4,0.024
117,5,0.068
117,6,0.121
117,7,0.165
117,8,0.254
117,9,0.276
117,10,0.236
117,11,0.188
117,12,0.212
117,13,0.171
117,14,0.104
117,15,0.054
117,16,0.017
117,17,0
117,18,0
117,19,0
117,20,0
117,21,0
117,22,0
117,23,0
118,0,0
118,1,0
118,2,0
118,3,0
118,4,0.02
118,5,0.085
118,6,0.142
118,7,0.165
118,8,0.173
118,9,0.166
118,10,0.135
118,11,0.126
118,12,0.103
118,13,0.068
118,14,0.042
118,15,0.022
118,16,0.006
118,17,0
118,18,0
118,19,0
118,20,0
118,21,0
118,22,0
118,23,0
119,0,0
119,1,0
119,2,0
119,3,0
119,4,0.011
119,5,0.053
119,6,0.13
119,7,0.195
119,8,0.272
119,9,0.23
119,10,0.154
119,11,0.13
119,12,0.108
119,13,0.084
119,14,0.055
119,15,0.032
119,16,0.013
119,17,0
119,18,0
119,19,0
119,20,0
119,21,0
119,22,0
119,23,0
120,0,0
120,1,0
120,2,0
120,3,0
120,4,0.029
120,5,0.113
120,6,0.234
120,7,0.353
120,8,0.552
120,9,0.605
120,10,0.444
120,11,0.303
120,12,0.189
120,13,0.139
120,14,0.096
120,15,0.057
120,16,0.032
120,17,0.004
120,18,0
120,19,0
120,20,0
120,21,0
120,22,0
120,23,0
121,0,0
121,1,0
121,2,0
121,3,0.001
121,4,0.047
121,5,0.182
121,6,0.376
121,7,0.519
121,8,0.663
121,9,0.725
121,10,0.737
121,11,0.723
121,12,0.675
121,13,0.582
121,14,0.437
121,15,0.245
121,16,0.074
121,17,0.006
121,18,0
121,19,0
121,20,0
121,21,0
121,22,0
121,23,0
122,0,0
122,1,0
122,2,0
122,3,0.001
122,4,0.047
122,5,0.19
122,6,0.378
122,7,0.53
122,8,0.646
122,9,0.706
122,10,0.726
122,11,0.715
122,12,0.653
122,13,0.548
122,14,0.41
122,15,0.241
122,16,0.082
122,17,0.012
122,18,0
122,19,0
122,20,0
122,21,0
122,22,0
122,23,0
123,0,0
123,1,0
123,2,0
123,3,0.002
123,4,0.045
123,5,0.091
123,6,0.136
123,7,0.179
123,8,0.207
123,9,0.209
123,10,0.216
123,11,0.182
123,12,0.184
123,13,0.192
123,14,0.184
123,15,0.126
123,16,0.06
123,17,0.009
123,18,0
123,19,0
123,20,0
123,21,0
123,22,0
123,23,0
124,0,0
124,1,0
124,2,0
124,3,0.003
124,4,0.058
124,5,0.16
124,6,0.287
124,7,0.382
124,8,0.514
124,9,0.63
124,10,0.637
124,11,0.436
124,12,0.302
124,13,0.225
124,14,0.172
124,15,0.134
124,16,0.072
124,17,0.01
124,18,0
124,19,0
124,20,0
124,21,0
124,22,0
124,23,0
125,0,0
125,1,0
125,2,0
125,3,0
125,4,0.005
125,5,0.021
125,6,0.05
125,7,0.085
125,8,0.121
125,9,0.148
125,10,0.167
125,11,0.174
125,12,0.178
125,13,0.152
125,14,0.121
125,15,0.076
125,16,0.032
125,17,0.004
125,18,0
125,19,0
125,20,0
125,21,0
125,22,0
125,23,0
126,0,0
126,1,0
126,2,0
126,3,0.002
126,4,0.046
126,5,0.128
126,6,0.221
126,7,0.289
126,8,0.346
126,9,0.367
126,10,0.365
126,11,0.309
126,12,0.223
126,13,0.154
126,14,0.108
126,15,0.072
126,16,0.042
126,17,0.007
126,18,0
126,19,0
126,20,0
126,21,0
126,22,0
126,23,0
127,0,0
127,1,0
127,2,0
127,3,0.005
127,4,0.06
127,5,0.224
127,6,0.411
127,7,0.501
127,8,0.594
127,9,0.615
127,10,0.632
127,11,0.612
127,12,0.552
127,13,0.461
127,14,0.344
127,15,0.207
127,16,0.081
127,17,0.016
127,18,0
127,19,0
127,20,0
127,21,0
127,22,0
127,23,0
128,0,0
128,1,0
128,2,0
128,3,0.005
128,4,0.06
128,5,0.197
128,6,0.371
128,7,0.529
128,8,0.63
128,9,0.712
128,10,0.745
128,11,0.736
128,12,0.682
128,13,0.576
128,14,0.423
128,15,0.244
128,16,0.091
128,17,0.019
128,18,0
128,19,0
128,20,0
128,21,0
128,22,0
128,23,0
129,0,0
129,1,0
129,2,0
129,3,0.003
129,4,0.06
129,5,0.134
129,6,0.173
129,7,0.198
129,8,0.193
129,9,0.194
129,10,0.211
129,11,0.28
129,12,0.314
129,13,0.241
129,14,0.158
129,15,0.087
129,16,0.03
129,17,0.002
129,18,0
129,19,0
129,20,0
129,21,0
129,22,0
129,23,0
130,0,0
130,1,0
130,2,0
130,3,0.002
130,4,0.045
130,5,0.151
130,6,0.331
130,7,0.527
130,8,0.612
130,9,0.611
130,10,0.588
130,11,0.53
130,12,0.39
130,13,0.34
130,14,0.256
130,15,0.135
130,16,0.067
130,17,0.015
130,18,0
130,19,0
130,20,0
130,21,0
130,22,0
130,23,0
131,0,0
131,1,0
131,2,0
131,3,0.005
131,4,0.061
131,5,0.196
131,6,0.387
131,7,0.511
131,8,0.589
131,9,0.658
131,10,0.691
131,11,0.677
131,12,0.624
131,13,0.532
131,14,0.363
131,15,0.169
131,16,0.064
131,17,0.012
131,18,0
131,19,0
131,20,0
131,21,0
131,22,0
131,23,0
132,0,0
132,1,0
132,2,0
132,3,0.006
132,4,0.053
132,5,0.125
132,6,0.194
132,7,0.256
132,8,0.327
132,9,0.415
132,10,0.345
132,11,0.279
132,12,0.228
132,13,0.203
132,14,0.155
132,15,0.094
132,16,0.037
132,17,0.004
132,18,0
132,19,0
132,20,0
132,21,0
132,22,0
132,23,0
133,0,0
133,1,0
133,2,0
133,3,0
133,4,0.006
133,5,0.022
133,6,0.045
133,7,0.063
133,8,0.08
133,9,0.098
133,10,0.123
133,11,0.151
133,12,0.172
133,13,0.174
133,14,0.112
133,15,0.068
133,16,0.032
133,17,0.005
133,18,0
133,19,0
133,20,0
133,21,0
133,22,0
133,23,0
134,0,0
134,1,0
134,2,0
134,3,0
134,4,0.015
134,5,0.039
134,6,0.078
134,7,0.123
134,8,0.271
134,9,0.504
134,10,0.473
134,11,0.288
134,12,0.159
134,13,0.123
134,14,0.086
134,15,0.042
134,16,0.017
134,17,0.002
134,18,0
134,19,0
134,20,0
134,21,0
134,22,0
134,23,0
135,0,0
135,1,0
135,2,0
135,3,0
135,4,0.011
135,5,0.032
135,6,0.065
135,7,0.107
135,8,0.15
135,9,0.171
135,10,0.209
135,11,0.229
135,12,0.218
135,13,0.172
135,14,0.128
135,15,0.078
135,16,0.04
135,17,0.009
135,18,0
135,19,0
135,20,0
135,21,0
135,22,0
135,23,0
136,0,0
136,1,0
136,2,0
136,3,0.002
136,4,0.031
136,5,0.101
136,6,0.223
136,7,0.349
136,8,0.494
136,9,0.592
136,10,0.664
136,11,0.673
136,12,0.647
136,13,0.559
136,14,0.391
136,15,0.187
136,16,0.082
136,17,0.024
136,18,0
136,19,0
136,20,0
136,21,0
136,22,0
136,23,0
137,0,0
137,1,0
137,2,0
137,3,0.003
137,4,0.038
137,5,0.107
137,6,0.177
137,7,0.265
137,8,0.335
137,9,0.445
137,10,0.509
137,11,0.544
137,12,0.487
137,13,0.429
137,14,0.345
137,15,0.217
137,16,0.102
137,17,0.03
137,18,0
137,19,0
137,20,0
137,21,0
137,22,0
137,23,0
138,0,0
138,1,0
138,2,0
138,3,0.007
138,4,0.055
138,5,0.143
138,6,0.243
138,7,0.362
138,8,0.516
138,9,0.637
138,10,0.672
138,11,0.596
138,12,0.511
138,13,0.427
138,14,0.299
138,15,0.158
138,16,0.085
138,17,0.024
138,18,0
138,19,0
138,20,0
138,21,0
138,22,0
138,23,0
139,0,0
139,1,0
139,2,0
139,3,0.014
139,4,0.071
139,5,0.22
139,6,0.381
139,7,0.523
139,8,0.623
139,9,0.671
139,10,0.68
139,11,0.635
139,12,0.59
139,13,0.494
139,14,0.377
139,15,0.213
139,16,0.102
139,17,0.029
139,18,0
139,19,0
139,20,0
139,21,0
139,22,0
139,23,0
140,0,0
140,1,0
140,2,0
140,3,0.008
140,4,0.033
140,5,0.065
140,6,0.184
140,7,0.465
140,8,0.62
140,9,0.575
140,10,0.567
140,11,0.602
140,12,0.52
140,13,0.279
140,14,0.199
140,15,0.159
140,16,0.098
140,17,0.033
140,18,0
140,19,0
140,20,0
140,21,0
140,22,0
140,23,0
141,0,0
141,1,0
141,2,0
141,3,0.006
141,4,0.042
141,5,0.101
141,6,0.162
141,7,0.207
141,8,0.242
141,9,0.266
141,10,0.291
141,11,0.283
141,12,0.255
141,13,0.218
141,14,0.179
141,15,0.125
141,16,0.059
141,17,0.012
141,18,0
141,19,0
141,20,0
141,21,0
141,22,0
141,23,0
142,0,0
142,1,0
142,2,0
142,3,0.01
142,4,0.06
142,5,0.158
142,6,0.293
142,7,0.382
142,8,0.498
142,9,0.493
142,10,0.36
142,11,0.255
142,12,0.266
142,13,0.238
142,14,0.184
142,15,0.122
142,16,0.077
142,17,0.02
142,18,0
142,19,0
142,20,0
142,21,0
142,22,0
142,23,0
143,0,0
143,1,0
143,2,0
143,3,0.005
143,4,0.036
143,5,0.092
143,6,0.189
143,7,0.279
143,8,0.285
143,9,0.221
143,10,0.148
143,11,0.128
143,12,0.108
143,13,0.092
143,14,0.067
143,15,0.047
143,16,0.025
143,17,0.006
143,18,0
143,19,0
143,20,0
143,21,0
143,22,0
143,23,0
144,0,0
144,1,0
144,2,0
144,3,0.001
144,4,0.018
144,5,0.049
144,6,0.093
144,7,0.14
144,8,0.188
144,9,0.229
144,10,0.272
144,11,0.288
144,12,0.293
144,13,0.278
144,14,0.233
144,15,0.177
144,16,0.099
144,17,0.035
144,18,0
144,19,0
144,20,0
144,21,0
144,22,0
144,23,0
145,0,0
145,1,0
145,2,0
145,3,0.019
145,4,0.077
145,5,0.234
145,6,0.405
145,7,0.549
145,8,0.651
145,9,0.701
145,10,0.707
145,11,0.688
145,12,0.624
145,13,0.522
145,14,0.359
145,15,0.205
145,16,0.102
145,17,0.033
145,18,0
145,19,0
145,20,0
145,21,0
145,22,0
145,23,0
146,0,0
146,1,0
146,2,0
146,3,0.017
146,4,0.079
146,5,0.2
146,6,0.349
146,7,0.494
146,8,0.593
146,9,0.643
146,10,0.627
146,11,0.594
146,12,0.464
146,13,0.366
146,14,0.322
146,15,0.21
146,16,0.111
146,17,0.036
146,18,0
146,19,0
146,20,0
146,21,0
146,22,0
146,23,0
147,0,0
147,1,0
147,2,0
147,3,0.021
147,4,0.08
147,5,0.225
147,6,0.376
147,7,0.513
147,8,0.609
147,9,0.615
147,10,0.642
147,11,0.624
147,12,0.545
147,13,0.415
147,14,0.229
147,15,0.107
147,16,0.048
147,17,0.013
147,18,0
147,19,0
147,20,0
147,21,0
147,22,0
147,23,0
148,0,0
148,1,0
148,2,0
148,3,0.021
148,4,0.085
148,5,0.219
148,6,0.36
148,7,0.447
148,8,0.454
148,9,0.483
148,10,0.39
148,11,0.246
148,12,0.146
148,13,0.13
148,14,0.233
148,15,0.22
148,16,0.113
148,17,0.036
148,18,0
148,19,0
148,20,0
148,21,0
148,22,0
148,23,0
149,0,0
149,1,0
149,2,0
149,3,0.015
149,4,0.06
149,5,0.106
149,6,0.149
149,7,0.18
149,8,0.175
149,9,0.13
149,10,0.136
149,11,0.141
149,12,0.15
149,13,0.146
149,14,0.127
149,15,0.118
149,16,0.071
149,17,0.023
149,18,0
149,19,0
149,20,0
149,21,0
149,22,0
149,23,0
150,0,0
150,1,0
150,2,0
150,3,0.019
150,4,0.08
150,5,0.16
150,6,0.248
150,7,0.329
150,8,0.4
150,9,0.456
150,10,0.468
150,11,0.414
150,12,0.336
150,13,0.261
150,14,0.188
150,15,0.122
150,16,0.057
150,17,0.016
150,18,0
150,19,0
150,20,0
150,21,0
150,22,0
150,23,0
151,0,0
151,1,0
151,2,0
151,3,0.014
151,4,0.077
151,5,0.214
151,6,0.377
151,7,0.52
151,8,0.623
151,9,0.689
151,10,0.71
151,11,0.689
151,12,0.625
151,13,0.554
151,14,0.426
151,15,0.275
151,16,0.115
151,17,0.037
151,18,0.001
151,19,0
151,20,0
151,21,0
151,22,0
151,23,0
152,0,0
152,1,0
152,2,0
152,3,0.024
152,4,0.085
152,5,0.217
152,6,0.376
152,7,0.506
152,8,0.593
152,9,0.591
152,10,0.572
152,11,0.474
152,12,0.421
152,13,0.358
152,14,0.283
152,15,0.218
152,16,0.107
152,17,0.037
152,18,0
152,19,0
152,20,0
152,21,0
152,22,0
152,23,0
153,0,0
153,1,0
153,2,0
153,3,0.023
153,4,0.08
153,5,0.221
153,6,0.378
153,7,0.511
153,8,0.604
153,9,0.663
153,10,0.686
153,11,0.67
153,12,0.617
153,13,0.53
153,14,0.405
153,15,0.26
153,16,0.114
153,17,0.037
153,18,0.001
153,19,0
153,20,0
153,21,0
153,22,0
153,23,0
154,0,0
154,1,0
154,2,0
154,3,0.023
154,4,0.077
154,5,0.225
154,6,0.386
154,7,0.523
154,8,0.626
154,9,0.696
154,10,0.716
154,11,0.698
154,12,0.644
154,13,0.551
154,14,0.423
154,15,0.27
154,16,0.114
154,17,0.034
154,18,0.002
154,19,0
154,20,0
154,21,0
154,22,0
154,23,0
155,0,0
155,1,0
155,2,0
155,3,0.024
155,4,0.077
155,5,0.23
155,6,0.391
155,7,0.527
155,8,0.61
155,9,0.641
155,10,0.647
155,11,0.613
155,12,0.555
155,13,0.47
155,14,0.36
155,15,0.237
155,16,0.113
155,17,0.039
155,18,0.001
155,19,0
155,20,0
155,21,0
155,22,0
155,23,0
156,0,0
156,1,0
156,2,0
156,3,0.025
156,4,0.081
156,5,0.227
156,6,0.381
156,7,0.507
156,8,0.57
156,9,0.547
156,10,0.482
156,11,0.453
156,12,0.451
156,13,0.434
156,14,0.366
156,15,0.24
156,16,0.116
156,17,0.04
156,18,0.002
156,19,0
156,20,0
156,21,0
156,22,0
156,23,0
157,0,0
157,1,0
157,2,0
157,3,0.026
157,4,0.082
157,5,0.221
157,6,0.387
157,7,0.527
157,8,0.628
157,9,0.684
157,10,0.692
157,11,0.653
157,12,0.58
157,13,0.488
157,14,0.372
157,15,0.227
157,16,0.11
157,17,0.034
157,18,0.001
157,19,0
157,20,0
157,21,0
157,22,0
157,23,0
158,0,0
158,1,0
158,2,0
158,3,0.023
158,4,0.084
158,5,0.208
158,6,0.36
158,7,0.471
158,8,0.538
158,9,0.585
158,10,0.616
158,11,0.63
158,12,0.602
158,13,0.521
158,14,0.407
158,15,0.257
158,16,0.117
158,17,0.04
158,18,0.002
158,19,0
158,20,0
158,21,0
158,22,0
158,23,0
159,0,0
159,1,0
159,2,0
159,3,0.025
159,4,0.081
159,5,0.218
159,6,0.378
159,7,0.518
159,8,0.615
159,9,0.666
159,10,0.687
159,11,0.67
159,12,0.617
159,13,0.526
159,14,0.39
159,15,0.244
159,16,0.117
159,17,0.041
159,18,0.002
159,19,0
159,20,0
159,21,0
159,22,0
159,23,0
160,0,0
160,1,0
160,2,0
160,3,0.025
160,4,0.078
160,5,0.232
160,6,0.396
160,7,0.537
160,8,0.639
160,9,0.705
160,10,0.726
160,11,0.709
160,12,0.651
160,13,0.558
160,14,0.425
160,15,0.262
160,16,0.117
160,17,0.038
160,18,0.002
160,19,0
160,20,0
160,21,0
160,22,0
160,23,0
161,0,0
161,1,0
161,2,0
161,3,0.026
161,4,0.08
161,5,0.22
161,6,0.372
161,7,0.504
161,8,0.586
161,9,0.626
161,10,0.652
161,11,0.637
161,12,0.571
161,13,0.476
161,14,0.365
161,15,0.24
161,16,0.116
161,17,0.04
161,18,0.002
161,19,0
161,20,0
161,21,0
161,22,0
161,23,0
162,0,0
162,1,0
162,2,0
162,3,0.025
162,4,0.076
162,5,0.225
162,6,0.383
162,7,0.515
162,8,0.613
162,9,0.67
162,10,0.689
162,11,0.672
162,12,0.621
162,13,0.538
162,14,0.401
162,15,0.259
162,16,0.116
162,17,0.037
162,18,0.003
162,19,0
162,20,0
162,21,0
162,22,0
162,23,0
163,0,0
163,1,0
163,2,0
163,3,0.026
163,4,0.078
163,5,0.224
163,6,0.378
163,7,0.507
163,8,0.606
163,9,0.663
163,10,0.674
163,11,0.647
163,12,0.588
163,13,0.495
163,14,0.374
163,15,0.24
163,16,0.115
163,17,0.041
163,18,0.002
163,19,0
163,20,0
163,21,0
163,22,0
163,23,0
164,0,0
164,1,0
164,2,0
164,3,0.026
164,4,0.078
164,5,0.219
164,6,0.371
164,7,0.504
164,8,0.603
164,9,0.664
164,10,0.688
164,11,0.667
164,12,0.602
164,13,0.5
164,14,0.376
164,15,0.242
164,16,0.116
164,17,0.039
164,18,0.003
164,19,0
164,20,0
164,21,0
164,22,0
164,23,0
165,0,0
165,1,0
165,2,0
165,3,0.028
165,4,0.084
165,5,0.202
165,6,0.317
165,7,0.429
165,8,0.536
165,9,0.616
165,10,0.634
165,11,0.607
165,12,0.541
165,13,0.462
165,14,0.367
165,15,0.244
165,16,0.118
165,17,0.042
165,18,0.003
165,19,0
165,20,0
165,21,0
165,22,0
165,23,0
166,0,0
166,1,0
166,2,0
166,3,0.027
166,4,0.078
166,5,0.222
166,6,0.376
166,7,0.501
166,8,0.597
166,9,0.655
166,10,0.677
166,11,0.661
166,12,0.602
166,13,0.496
166,14,0.365
166,15,0.239
166,16,0.114
166,17,0.039
166,18,0.002
166,19,0
