day_of_year,hour,production_per_kw
247,7,0.467
247,8,0.586
247,9,0.653
247,10,0.705
247,11,0.692
247,12,0.633
247,13,0.53
247,14,0.383
247,15,0.204
247,16,0.043
247,17,0
247,18,0
247,19,0
247,20,0
247,21,0
247,22,0
247,23,0
248,0,0
248,1,0
248,2,0
248,3,0
248,4,0.01
248,5,0.155
248,6,0.343
248,7,0.501
248,8,0.616
248,9,0.687
248,10,0.712
248,11,0.694
248,12,0.634
248,13,0.528
248,14,0.38
248,15,0.2
248,16,0.037
248,17,0
248,18,0
248,19,0
248,20,0
248,21,0
248,22,0
248,23,0
249,0,0
249,1,0
249,2,0
249,3,0
249,4,0.008
249,5,0.072
249,6,0.166
249,7,0.293
249,8,0.465
249,9,0.631
249,10,0.692
249,11,0.642
249,12,0.572
249,13,0.462
249,14,0.322
249,15,0.151
249,16,0.036
249,17,0
249,18,0
249,19,0
249,20,0
249,21,0
249,22,0
249,23,0
250,0,0
250,1,0
250,2,0
250,3,0
250,4,0.003
250,5,0.054
250,6,0.156
250,7,0.235
250,8,0.275
250,9,0.273
250,10,0.302
250,11,0.321
250,12,0.321
250,13,0.273
250,14,0.206
250,15,0.109
250,16,0.021
250,17,0
250,18,0
250,19,0
250,20,0
250,21,0
250,22,0
250,23,0
251,0,0
251,1,0
251,2,0
251,3,0
251,4,0.006
251,5,0.06
251,6,0.148
251,7,0.262
251,8,0.458
251,9,0.509
251,10,0.458
251,11,0.423
251,12,0.398
251,13,0.336
251,14,0.199
251,15,0.113
251,16,0.025
251,17,0
251,18,0
251,19,0
251,20,0
251,21,0
251,22,0
251,23,0
252,0,0
252,1,0
252,2,0
252,3,0
252,4,0.005
252,5,0.08
252,6,0.176
252,7,0.17
252,8,0.215
252,9,0.328
252,10,0.482
252,11,0.504
252,12,0.315
252,13,0.147
252,14,0.06
252,15,0.015
252,16,0.001
252,17,0
252,18,0
252,19,0
252,20,0
252,21,0
252,22,0
252,23,0
253,0,0
253,1,0
253,2,0
253,3,0
253,4,0.007
253,5,0.132
253,6,0.328
253,7,0.495
253,8,0.611
253,9,0.677
253,10,0.7
253,11,0.679
253,12,0.611
253,13,0.506
253,14,0.357
253,15,0.186
253,16,0.028
253,17,0
253,18,0
253,19,0
253,20,0
253,21,0
253,22,0
253,23,0
254,0,0
254,1,0
254,2,0
254,3,0
254,4,0.006
254,5,0.135
254,6,0.326
254,7,0.49
254,8,0.609
254,9,0.684
254,10,0.711
254,11,0.693
254,12,0.625
254,13,0.49
254,14,0.302
254,15,0.125
254,16,0.02
254,17,0
254,18,0
254,19,0
254,20,0
254,21,0
254,22,0
254,23,0
255,0,0
255,1,0
255,2,0
255,3,0
255,4,0.006
255,5,0.13
255,6,0.317
255,7,0.478
255,8,0.595
255,9,0.668
255,10,0.694
255,11,0.675
255,12,0.613
255,13,0.486
255,14,0.35
255,15,0.176
255,16,0.025
255,17,0
255,18,0
255,19,0
255,20,0
255,21,0
255,22,0
255,23,0
256,0,0
256,1,0
256,2,0
256,3,0
256,4,0.005
256,5,0.117
256,6,0.297
256,7,0.459
256,8,0.577
256,9,0.645
256,10,0.671
256,11,0.658
256,12,0.594
256,13,0.425
256,14,0.238
256,15,0.091
256,16,0.01
256,17,0
256,18,0
256,19,0
256,20,0
256,21,0
256,22,0
256,23,0
257,0,0
257,1,0
257,2,0
257,3,0
257,4,0.005
257,5,0.137
257,6,0.337
257,7,0.489
257,8,0.612
257,9,0.713
257,10,0.739
257,11,0.72
257,12,0.655
257,13,0.478
257,14,0.154
257,15,0.122
257,16,0.023
257,17,0
257,18,0
257,19,0
257,20,0
257,21,0
257,22,0
257,23,0
258,0,0
258,1,0
258,2,0
258,3,0
258,4,0.004
258,5,0.136
258,6,0.338
258,7,0.506
258,8,0.628
258,9,0.7
258,10,0.723
258,11,0.702
258,12,0.633
258,13,0.517
258,14,0.358
258,15,0.167
258,16,0.018
258,17,0
258,18,0
258,19,0
258,20,0
258,21,0
258,22,0
258,23,0
259,0,0
259,1,0
259,2,0
259,3,0
259,4,0.001
259,5,0.031
259,6,0.072
259,7,0.114
259,8,0.121
259,9,0.153
259,10,0.196
259,11,0.29
259,12,0.248
259,13,0.112
259,14,0.095
259,15,0.054
259,16,0.006
259,17,0
259,18,0
259,19,0
259,20,0
259,21,0
259,22,0
259,23,0
260,0,0
260,1,0
260,2,0
260,3,0
260,4,0
260,5,0.042
260,6,0.217
260,7,0.389
260,8,0.376
260,9,0.571
260,10,0.663
260,11,0.682
260,12,0.568
260,13,0.399
260,14,0.251
260,15,0.122
260,16,0.012
260,17,0
260,18,0
260,19,0
260,20,0
260,21,0
260,22,0
260,23,0
261,0,0
261,1,0
261,2,0
261,3,0
261,4,0
261,5,0.03
261,6,0.093
261,7,0.244
261,8,0.367
261,9,0.628
261,10,0.706
261,11,0.69
261,12,0.604
261,13,0.48
261,14,0.335
261,15,0.163
261,16,0.016
261,17,0
261,18,0
261,19,0
261,20,0
261,21,0
261,22,0
261,23,0
262,0,0
262,1,0
262,2,0
262,3,0
262,4,0.001
262,5,0.097
262,6,0.281
262,7,0.452
262,8,0.513
262,9,0.542
262,10,0.558
262,11,0.514
262,12,0.43
262,13,0.304
262,14,0.176
262,15,0.057
262,16,0.004
262,17,0
262,18,0
262,19,0
262,20,0
262,21,0
262,22,0
262,23,0
263,0,0
263,1,0
263,2,0
263,3,0
263,4,0.001
263,5,0.086
263,6,0.229
263,7,0.382
263,8,0.473
263,9,0.557
263,10,0.542
263,11,0.491
263,12,0.437
263,13,0.362
263,14,0.262
263,15,0.098
263,16,0.006
263,17,0
263,18,0
263,19,0
263,20,0
263,21,0
263,22,0
263,23,0
264,0,0
264,1,0
264,2,0
264,3,0
264,4,0
264,5,0.093
264,6,0.283
264,7,0.463
264,8,0.599
264,9,0.679
264,10,0.708
264,11,0.688
264,12,0.623
264,13,0.508
264,14,0.347
264,15,0.155
264,16,0.01
264,17,0
264,18,0
264,19,0
264,20,0
264,21,0
264,22,0
264,23,0
265,0,0
265,1,0
265,2,0
265,3,0
265,4,0
265,5,0.108
265,6,0.312
265,7,0.488
265,8,0.612
265,9,0.688
265,10,0.713
265,11,0.692
265,12,0.626
265,13,0.514
265,14,0.355
265,15,0.163
265,16,0.01
265,17,0
265,18,0
265,19,0
265,20,0
265,21,0
265,22,0
265,23,0
266,0,0
266,1,0
266,2,0
266,3,0
266,4,0
266,5,0.088
266,6,0.259
266,7,0.429
266,8,0.561
266,9,0.643
266,10,0.67
266,11,0.66
266,12,0.602
266,13,0.497
266,14,0.342
266,15,0.153
266,16,0.008
266,17,0
266,18,0
266,19,0
266,20,0
266,21,0
266,22,0
266,23,0
267,0,0
267,1,0
267,2,0
267,3,0
267,4,0
267,5,0.025
267,6,0.088
267,7,0.261
267,8,0.514
267,9,0.669
267,10,0.7
267,11,0.667
267,12,0.576
267,13,0.44
267,14,0.243
267,15,0.076
267,16,0.003
267,17,0
267,18,0
267,19,0
267,20,0
267,21,0
267,22,0
267,23,0
268,0,0
268,1,0
268,2,0
268,3,0
268,4,0
268,5,0.009
268,6,0.035
268,7,0.068
268,8,0.118
268,9,0.186
268,10,0.272
268,11,0.327
268,12,0.315
268,13,0.181
268,14,0.048
268,15,0.015
268,16,0
268,17,0
268,18,0
268,19,0
268,20,0
268,21,0
268,22,0
268,23,0
269,0,0
269,1,0
269,2,0
269,3,0
269,4,0
269,5,0.044
269,6,0.154
269,7,0.342
269,8,0.532
269,9,0.587
269,10,0.525
269,11,0.41
269,12,0.317
269,13,0.19
269,14,0.11
269,15,0.052
269,16,0.001
269,17,0
269,18,0
269,19,0
269,20,0
269,21,0
269,22,0
269,23,0
270,0,0
270,1,0
270,2,0
270,3,0
270,4,0
270,5,0.072
270,6,0.262
270,7,0.44
270,8,0.568
270,9,0.648
270,10,0.674
270,11,0.634
270,12,0.502
270,13,0.28
270,14,0.112
270,15,0.039
270,16,0
270,17,0
270,18,0
270,19,0
270,20,0
270,21,0
270,22,0
270,23,0
271,0,0
271,1,0
271,2,0
271,3,0
271,4,0
271,5,0.05
271,6,0.212
271,7,0.372
271,8,0.545
271,9,0.596
271,10,0.394
271,11,0.247
271,12,0.146
271,13,0.078
271,14,0.04
271,15,0.026
271,16,0.001
271,17,0
271,18,0
271,19,0
271,20,0
271,21,0
271,22,0
271,23,0
272,0,0
272,1,0
272,2,0
272,3,0
272,4,0
272,5,0.06
272,6,0.231
272,7,0.391
272,8,0.394
272,9,0.408
272,10,0.449
272,11,0.463
272,12,0.419
272,13,0.334
272,14,0.227
272,15,0.062
272,16,0
272,17,0
272,18,0
272,19,0
272,20,0
272,21,0
272,22,0
272,23,0
273,0,0
273,1,0
273,2,0
273,3,0
273,4,0
273,5,0.061
273,6,0.241
273,7,0.415
273,8,0.514
273,9,0.44
273,10,0.424
273,11,0.519
273,12,0.466
273,13,0.334
273,14,0.133
273,15,0.052
273,16,0
273,17,0
273,18,0
273,19,0
273,20,0
273,21,0
273,22,0
273,23,0
274,0,0
274,1,0
274,2,0
274,3,0
274,4,0
274,5,0.05
274,6,0.24
274,7,0.423
274,8,0.548
274,9,0.647
274,10,0.681
274,11,0.663
274,12,0.598
274,13,0.48
274,14,0.27
274,15,0.08
274,16,0.001
274,17,0
274,18,0
274,19,0
274,20,0
274,21,0
274,22,0
274,23,0
275,0,0
275,1,0
275,2,0
275,3,0
275,4,0
275,5,0.028
275,6,0.145
275,7,0.297
275,8,0.418
275,9,0.524
275,10,0.496
275,11,0.322
275,12,0.18
275,13,0.12
275,14,0.07
275,15,0.019
275,16,0
275,17,0
275,18,0
275,19,0
275,20,0
275,21,0
275,22,0
275,23,0
276,0,0
276,1,0
276,2,0
276,3,0
276,4,0
276,5,0.006
276,6,0.047
276,7,0.123
276,8,0.226
276,9,0.317
276,10,0.449
276,11,0.501
276,12,0.501
276,13,0.381
276,14,0.228
276,15,0.058
276,16,0
276,17,0
276,18,0
276,19,0
276,20,0
276,21,0
276,22,0
276,23,0
277,0,0
277,1,0
277,2,0
277,3,0
277,4,0
277,5,0.011
277,6,0.081
277,7,0.306
277,8,0.507
277,9,0.586
277,10,0.632
277,11,0.598
277,12,0.533
277,13,0.429
277,14,0.232
277,15,0.046
277,16,0
277,17,0
277,18,0
277,19,0
277,20,0
277,21,0
277,22,0
277,23,0
278,0,0
278,1,0
278,2,0
278,3,0
278,4,0
278,5,0.002
278,6,0.021
278,7,0.048
278,8,0.081
278,9,0.115
278,10,0.148
278,11,0.147
278,12,0.112
278,13,0.055
278,14,0.023
278,15,0.004
278,16,0
278,17,0
278,18,0
278,19,0
278,20,0
278,21,0
278,22,0
278,23,0
279,0,0
279,1,0
279,2,0
279,3,0
279,4,0
279,5,0.006
279,6,0.038
279,7,0.081
279,8,0.149
279,9,0.279
279,10,0.399
279,11,0.505
279,12,0.448
279,13,0.352
279,14,0.187
279,15,0.049
279,16,0
279,17,0
279,18,0
279,19,0
279,20,0
279,21,0
279,22,0
279,23,0
280,0,0
280,1,0
280,2,0
280,3,0
280,4,0
280,5,0.048
280,6,0.243
280,7,0.446
280,8,0.573
280,9,0.615
280,10,0.61
280,11,0.574
280,12,0.413
280,13,0.324
280,14,0.191
280,15,0.062
280,16,0
280,17,0
280,18,0
280,19,0
280,20,0
280,21,0
280,22,0
280,23,0
281,0,0
281,1,0
281,2,0
281,3,0
281,4,0
281,5,0.013
281,6,0.055
281,7,0.099
281,8,0.135
281,9,0.169
281,10,0.183
281,11,0.193
281,12,0.292
281,13,0.239
281,14,0.107
281,15,0.024
281,16,0
281,17,0
281,18,0
281,19,0
281,20,0
281,21,0
281,22,0
281,23,0
282,0,0
282,1,0
282,2,0
282,3,0
282,4,0
282,5,0.003
282,6,0.048
282,7,0.094
282,8,0.161
282,9,0.234
282,10,0.259
282,11,0.218
282,12,0.159
282,13,0.106
282,14,0.054
282,15,0.006
282,16,0
282,17,0
282,18,0
282,19,0
282,20,0
282,21,0
282,22,0
282,23,0
283,0,0
283,1,0
283,2,0
283,3,0
283,4,0
283,5,0.028
283,6,0.178
283,7,0.372
283,8,0.536
283,9,0.614
283,10,0.633
283,11,0.593
283,12,0.504
283,13,0.376
283,14,0.22
283,15,0.052
283,16,0
283,17,0
283,18,0
283,19,0
283,20,0
283,21,0
283,22,0
283,23,0
284,0,0
284,1,0
284,2,0
284,3,0
284,4,0
284,5,0.02
284,6,0.138
284,7,0.375
284,8,0.451
284,9,0.534
284,10,0.603
284,11,0.486
284,12,0.377
284,13,0.225
284,14,0.07
284,15,0.011
284,16,0
284,17,0
284,18,0
284,19,0
284,20,0
284,21,0
284,22,0
284,23,0
285,0,0
285,1,0
285,2,0
285,3,0
285,4,0
285,5,0.019
285,6,0.188
285,7,0.396
285,8,0.547
285,9,0.635
285,10,0.665
285,11,0.649
285,12,0.585
285,13,0.469
285,14,0.301
285,15,0.101
285,16,0
285,17,0
285,18,0
285,19,0
285,20,0
285,21,0
285,22,0
285,23,0
286,0,0
286,1,0
286,2,0
286,3,0
286,4,0
286,5,0.017
286,6,0.127
286,7,0.311
286,8,0.488
286,9,0.608
286,10,0.642
286,11,0.621
286,12,0.553
286,13,0.434
286,14,0.265
286,15,0.074
286,16,0
286,17,0
286,18,0
286,19,0
286,20,0
286,21,0
286,22,0
286,23,0
287,0,0
287,1,0
287,2,0
287,3,0
287,4,0
287,5,0.023
287,6,0.198
287,7,0.393
287,8,0.532
287,9,0.613
287,10,0.64
287,11,0.621
287,12,0.555
287,13,0.439
287,14,0.272
287,15,0.076
287,16,0
287,17,0
287,18,0
287,19,0
287,20,0
287,21,0
287,22,0
287,23,0
288,0,0
288,1,0
288,2,0
288,3,0
288,4,0
288,5,0.007
288,6,0.082
288,7,0.185
288,8,0.295
288,9,0.333
288,10,0.342
288,11,0.347
288,12,0.342
288,13,0.292
288,14,0.19
288,15,0.047
288,16,0
288,17,0
288,18,0
288,19,0
288,20,0
288,21,0
288,22,0
288,23,0
289,0,0
289,1,0
289,2,0
289,3,0
289,4,0
289,5,0.015
289,6,0.173
289,7,0.36
289,8,0.498
289,9,0.585
289,10,0.615
289,11,0.575
289,12,0.425
289,13,0.247
289,14,0.143
289,15,0.04
289,16,0
289,17,0
289,18,0
289,19,0
289,20,0
289,21,0
289,22,0
289,23,0
290,0,0
290,1,0
290,2,0
290,3,0
290,4,0
290,5,0.016
290,6,0.17
290,7,0.345
290,8,0.495
290,9,0.594
290,10,0.636
290,11,0.625
290,12,0.562
290,13,0.445
290,14,0.273
290,15,0.058
290,16,0
290,17,0
290,18,0
290,19,0
290,20,0
290,21,0
290,22,0
290,23,0
291,0,0
291,1,0
291,2,0
291,3,0
291,4,0
291,5,0.005
291,6,0.14
291,7,0.329
291,8,0.481
291,9,0.581
291,10,0.626
291,11,0.616
291,12,0.545
291,13,0.407
291,14,0.181
291,15,0.021
291,16,0
291,17,0
291,18,0
291,19,0
291,20,0
291,21,0
291,22,0
291,23,0
292,0,0
292,1,0
292,2,0
292,3,0
292,4,0
292,5,0.007
292,6,0.151
292,7,0.345
292,8,0.495
292,9,0.585
292,10,0.613
292,11,0.518
292,12,0.243
292,13,0.118
292,14,0.079
292,15,0.016
292,16,0
292,17,0
292,18,0
292,19,0
292,20,0
292,21,0
292,22,0
292,23,0
293,0,0
293,1,0
293,2,0
293,3,0
293,4,0
293,5,0.007
293,6,0.166
293,7,0.367
293,8,0.506
293,9,0.589
293,10,0.625
293,11,0.61
293,12,0.544
293,13,0.424
293,14,0.253
293,15,0.042
293,16,0
293,17,0
293,18,0
293,19,0
293,20,0
293,21,0
293,22,0
293,23,0
294,0,0
294,1,0
294,2,0
294,3,0
294,4,0
294,5,0.006
294,6,0.152
294,7,0.349
294,8,0.495
294,9,0.584
294,10,0.617
294,11,0.6
294,12,0.537
294,13,0.421
294,14,0.251
294,15,0.039
294,16,0
294,17,0
294,18,0
294,19,0
294,20,0
294,21,0
294,22,0
294,23,0
295,0,0
295,1,0
295,2,0
295,3,0
295,4,0
295,5,0.004
295,6,0.146
295,7,0.339
295,8,0.472
295,9,0.55
295,10,0.592
295,11,0.582
295,12,0.517
295,13,0.396
295,14,0.224
295,15,0.028
295,16,0
295,17,0
295,18,0
295,19,0
295,20,0
295,21,0
295,22,0
295,23,0
296,0,0
296,1,0
296,2,0
296,3,0
296,4,0
296,5,0.002
296,6,0.127
296,7,0.325
296,8,0.479
296,9,0.556
296,10,0.591
296,11,0.571
296,12,0.495
296,13,0.371
296,14,0.201
296,15,0.022
296,16,0
296,17,0
296,18,0
296,19,0
296,20,0
296,21,0
296,22,0
296,23,0
297,0,0
297,1,0
297,2,0
297,3,0
297,4,0
297,5,0.002
297,6,0.147
297,7,0.356
297,8,0.506
297,9,0.592
297,10,0.62
297,11,0.596
297,12,0.513
297,13,0.376
297,14,0.198
297,15,0.021
297,16,0
297,17,0
297,18,0
297,19,0
297,20,0
297,21,0
297,22,0
297,23,0
298,0,0
298,1,0
298,2,0
298,3,0
298,4,0
298,5,0.001
298,6,0.139
298,7,0.348
298,8,0.5
298,9,0.586
298,10,0.6
298,11,0.567
298,12,0.485
298,13,0.333
298,14,0.141
298,15,0.01
298,16,0
298,17,0
298,18,0
298,19,0
298,20,0
298,21,0
298,22,0
298,23,0
299,0,0
299,1,0
299,2,0
299,3,0
299,4,0
299,5,0
299,6,0.086
299,7,0.252
299,8,0.417
299,9,0.546
299,10,0.598
299,11,0.586
299,12,0.52
299,13,0.397
299,14,0.223
299,15,0.018
299,16,0
299,17,0
299,18,0
299,19,0
299,20,0
299,21,0
299,22,0
299,23,0
300,0,0
300,1,0
300,2,0
300,3,0
300,4,0
300,5,0
300,6,0.139
300,7,0.353
300,8,0.505
300,9,0.594
300,10,0.625
300,11,0.603
300,12,0.531
300,13,0.404
300,14,0.224
300,15,0.016
300,16,0
300,17,0
300,18,0
300,19,0
300,20,0
300,21,0
300,22,0
300,23,0
301,0,0
301,1,0
301,2,0
301,3,0
301,4,0
301,5,0
301,6,0.02
301,7,0.055
301,8,0.087
301,9,0.152
301,10,0.249
301,11,0.355
301,12,0.463
301,13,0.419
301,14,0.231
301,15,0.012
301,16,0
301,17,0
301,18,0
301,19,0
301,20,0
301,21,0
301,22,0
301,23,0
302,0,0
302,1,0
302,2,0
302,3,0
302,4,0
302,5,0
302,6,0.015
302,7,0.086
302,8,0.164
302,9,0.169
302,10,0.173
302,11,0.149
302,12,0.143
302,13,0.092
302,14,0.035
302,15,0
302,16,0
302,17,0
302,18,0
302,19,0
302,20,0
302,21,0
302,22,0
302,23,0
303,0,0
303,1,0
303,2,0
303,3,0
303,4,0
303,5,0
303,6,0.021
303,7,0.101
303,8,0.264
303,9,0.437
303,10,0.599
303,11,0.553
303,12,0.484
303,13,0.378
303,14,0.205
303,15,0.009
303,16,0
303,17,0
303,18,0
303,19,0
303,20,0
303,21,0
303,22,0
303,23,0
304,0,0
304,1,0
304,2,0
304,3,0
304,4,0
304,5,0
304,6,0.125
304,7,0.358
304,8,0.519
304,9,0.611
304,10,0.649
304,11,0.636
304,12,0.566
304,13,0.43
304,14,0.235
304,15,0.009
304,16,0
304,17,0
304,18,0
304,19,0
304,20,0
304,21,0
304,22,0
304,23,0
305,0,0
305,1,0
305,2,0
305,3,0
305,4,0
305,5,0
305,6,0.117
305,7,0.355
305,8,0.527
305,9,0.626
305,10,0.661
305,11,0.637
305,12,0.552
305,13,0.391
305,14,0.199
305,15,0.006
305,16,0
305,17,0
305,18,0
305,19,0
305,20,0
305,21,0
305,22,0
305,23,0
306,0,0
306,1,0
306,2,0
306,3,0
306,4,0
306,5,0
306,6,0.04
306,7,0.172
306,8,0.303
306,9,0.318
306,10,0.432
306,11,0.514
306,12,0.454
306,13,0.301
306,14,0.078
306,15,0
306,16,0
306,17,0
306,18,0
306,19,0
306,20,0
306,21,0
306,22,0
306,23,0
307,0,0
307,1,0
307,2,0
307,3,0
307,4,0
307,5,0
307,6,0.074
307,7,0.26
307,8,0.443
307,9,0.548
307,10,0.583
307,11,0.558
307,12,0.458
307,13,0.332
307,14,0.163
307,15,0.002
307,16,0
307,17,0
307,18,0
307,19,0
307,20,0
307,21,0
307,22,0
307,23,0
308,0,0
308,1,0
308,2,0
308,3,0
308,4,0
308,5,0
308,6,0.006
308,7,0.032
308,8,0.084
308,9,0.145
308,10,0.134
308,11,0.104
308,12,0.085
308,13,0.038
308,14,0.011
308,15,0
308,16,0
308,17,0
308,18,0
308,19,0
308,20,0
308,21,0
308,22,0
308,23,0
309,0,0
309,1,0
309,2,0
309,3,0
309,4,0
309,5,0
309,6,0.051
309,7,0.081
309,8,0.089
309,9,0.126
309,10,0.261
309,11,0.275
309,12,0.123
309,13,0.059
309,14,0.008
309,15,0
309,16,0
309,17,0
309,18,0
309,19,0
309,20,0
309,21,0
309,22,0
309,23,0
310,0,0
310,1,0
310,2,0
310,3,0
310,4,0
310,5,0
310,6,0.013
310,7,0.079
310,8,0.284
310,9,0.54
310,10,0.571
310,11,0.553
310,12,0.483
310,13,0.366
310,14,0.182
310,15,0.001
310,16,0
310,17,0
310,18,0
310,19,0
310,20,0
310,21,0
310,22,0
310,23,0
311,0,0
311,1,0
311,2,0
311,3,0
311,4,0
311,5,0
311,6,0.036
311,7,0.138
311,8,0.149
311,9,0.116
311,10,0.121
311,11,0.153
311,12,0.106
311,13,0.105
311,14,0.052
311,15,0
311,16,0
311,17,0
311,18,0
311,19,0
311,20,0
311,21,0
311,22,0
311,23,0
312,0,0
312,1,0
312,2,0
312,3,0
312,4,0
312,5,0
312,6,0.027
312,7,0.118
312,8,0.246
312,9,0.384
312,10,0.481
312,11,0.486
312,12,0.397
312,13,0.225
312,14,0.075
312,15,0
312,16,0
312,17,0
312,18,0
312,19,0
312,20,0
312,21,0
312,22,0
312,23,0
313,0,0
313,1,0
313,2,0
313,3,0
313,4,0
313,5,0
313,6,0.009
313,7,0.108
313,8,0.23
313,9,0.284
313,10,0.327
313,11,0.371
313,12,0.329
313,13,0.2
313,14,0.046
313,15,0
313,16,0
313,17,0
313,18,0
313,19,0
313,20,0
313,21,0
313,22,0
313,23,0
314,0,0
314,1,0
314,2,0
314,3,0
314,4,0
314,5,0
314,6,0.003
314,7,0.018
314,8,0.034
314,9,0.05
314,10,0.044
314,11,0.035
314,12,0.024
314,13,0.011
314,14,0.001
314,15,0
314,16,0
314,17,0
314,18,0
314,19,0
314,20,0
314,21,0
314,22,0
314,23,0
315,0,0
315,1,0
315,2,0
315,3,0
315,4,0
315,5,0
315,6,0.004
315,7,0.04
315,8,0.1
315,9,0.334
315,10,0.505
315,11,0.542
315,12,0.492
315,13,0.359
315,14,0.163
315,15,0
315,16,0
315,17,0
315,18,0
315,19,0
315,20,0
315,21,0
315,22,0
315,23,0
316,0,0
316,1,0
316,2,0
316,3,0
316,4,0
316,5,0
316,6,0.008
316,7,0.058
316,8,0.153
316,9,0.136
316,10,0.123
316,11,0.101
316,12,0.1
316,13,0.09
316,14,0.012
316,15,0
316,16,0
316,17,0
316,18,0
316,19,0
316,20,0
316,21,0
316,22,0
316,23,0
317,0,0
317,1,0
317,2,0
317,3,0
317,4,0
317,5,0
317,6,0
317,7,0.006
317,8,0.02
317,9,0.047
317,10,0.158
317,11,0.344
317,12,0.368
317,13,0.231
317,14,0.079
317,15,0
317,16,0
317,17,0
317,18,0
317,19,0
317,20,0
317,21,0
317,22,0
317,23,0
318,0,0
318,1,0
318,2,0
318,3,0
318,4,0
318,5,0
318,6,0.009
318,7,0.088
318,8,0.229
318,9,0.371
318,10,0.363
318,11,0.302
318,12,0.226
318,13,0.129
318,14,0.04
318,15,0
318,16,0
318,17,0
318,18,0
318,19,0
318,20,0
318,21,0
318,22,0
318,23,0
319,0,0
319,1,0
319,2,0
319,3,0
319,4,0
319,5,0
319,6,0.011
319,7,0.097
319,8,0.216
319,9,0.342
319,10,0.438
319,11,0.468
319,12,0.423
319,13,0.288
319,14,0.089
319,15,0
319,16,0
319,17,0
319,18,0
319,19,0
319,20,0
319,21,0
319,22,0
319,23,0
320,0,0
320,1,0
320,2,0
320,3,0
320,4,0
320,5,0
320,6,0.011
320,7,0.072
320,8,0.139
320,9,0.195
320,10,0.205
320,11,0.197
320,12,0.159
320,13,0.077
320,14,0.016
320,15,0
320,16,0
320,17,0
320,18,0
320,19,0
320,20,0
320,21,0
320,22,0
320,23,0
321,0,0
321,1,0
321,2,0
321,3,0
321,4,0
321,5,0
321,6,0.019
321,7,0.143
321,8,0.358
321,9,0.506
321,10,0.544
321,11,0.518
321,12,0.399
321,13,0.189
321,14,0.034
321,15,0
321,16,0
321,17,0
321,18,0
321,19,0
321,20,0
321,21,0
321,22,0
321,23,0
322,0,0
322,1,0
322,2,0
322,3,0
322,4,0
322,5,0
322,6,0.007
322,7,0.09
322,8,0.249
322,9,0.353
322,10,0.231
322,11,0.153
322,12,0.076
322,13,0.03
322,14,0.005
322,15,0
322,16,0
322,17,0
322,18,0
322,19,0
322,20,0
322,21,0
322,22,0
322,23,0
323,0,0
323,1,0
323,2,0
323,3,0
323,4,0
323,5,0
323,6,0.013
323,7,0.092
323,8,0.267
323,9,0.506
323,10,0.56
323,11,0.528
323,12,0.35
323,13,0.125
323,14,0.029
323,15,0
323,16,0
323,17,0
323,18,0
323,19,0
323,20,0
323,21,0
323,22,0
323,23,0
324,0,0
324,1,0
324,2,0
324,3,0
324,4,0
324,5,0
324,6,0.005
324,7,0.08
324,8,0.21
324,9,0.265
324,10,0.261
324,11,0.229
324,12,0.138
324,13,0.06
324,14,0.009
324,15,0
324,16,0
324,17,0
324,18,0
324,19,0
324,20,0
324,21,0
324,22,0
324,23,0
325,0,0
325,1,0
325,2,0
325,3,0
325,4,0
325,5,0
325,6,0.002
325,7,0.051
325,8,0.097
325,9,0.098
325,10,0.083
325,11,0.14
325,12,0.118
325,13,0.051
325,14,0.008
325,15,0
325,16,0
325,17,0
325,18,0
325,19,0
325,20,0
325,21,0
325,22,0
325,23,0
326,0,0
326,1,0
326,2,0
326,3,0
326,4,0
326,5,0
326,6,0
326,7,0.024
326,8,0.065
326,9,0.129
326,10,0.246
326,11,0.349
326,12,0.324
326,13,0.2
326,14,0.044
326,15,0
326,16,0
326,17,0
326,18,0
326,19,0
326,20,0
326,21,0
326,22,0
326,23,0
327,0,0
327,1,0
327,2,0
327,3,0
327,4,0
327,5,0
327,6,0.001
327,7,0.05
327,8,0.223
327,9,0.366
327,10,0.473
327,11,0.513
327,12,0.449
327,13,0.299
327,14,0.085
327,15,0
327,16,0
327,17,0
327,18,0
327,19,0
327,20,0
327,21,0
327,22,0
327,23,0
328,0,0
328,1,0
328,2,0
328,3,0
328,4,0
328,5,0
328,6,0.006
328,7,0.108
328,8,0.246
328,9,0.337
328,10,0.415
328,11,0.484
328,12,0.415
328,13,0.247
328,14,0.054
328,15,0
328,16,0
328,17,0
328,18,0
328,19,0
328,20,0
328,21,0
328,22,0
328,23,0
329,0,0
329,1,0
329,2,0
329,3,0
329,4,0
329,5,0
329,6,0.002
329,7,0.063
329,8,0.147
329,9,0.215
329,10,0.253
329,11,0.25
329,12,0.204
329,13,0.116
329,14,0.02
329,15,0
329,16,0
329,17,0
329,18,0
329,19,0
329,20,0
329,21,0
329,22,0
329,23,0
330,0,0
330,1,0
330,2,0
330,3,0
330,4,0
330,5,0
330,6,0
330,7,0.02
330,8,0.064
330,9,0.122
330,10,0.194
330,11,0.246
330,12,0.194
330,13,0.095
330,14,0.014
330,15,0
330,16,0
330,17,0
330,18,0
330,19,0
330,20,0
330,21,0
330,22,0
330,23,0
331,0,0
331,1,0
331,2,0
331,3,0
331,4,0
331,5,0
331,6,0.003
331,7,0.089
331,8,0.216
331,9,0.324
331,10,0.431
331,11,0.473
331,12,0.394
331,13,0.241
331,14,0.045
331,15,0
331,16,0
331,17,0
