day_of_year,hour,consumption
117,3,0.163922731
117,4,0.167418567
117,5,0.171079398
117,6,0.195663683
117,7,0.215545604
117,8,0.218793947
117,9,0.21637058
117,10,0.21819584
117,11,0.218886757
117,12,0.223846925
117,13,0.222506339
117,14,0.217236805
117,15,0.217412113
117,16,0.215813722
117,17,0.213864716
117,18,0.215669351
117,19,0.221866983
117,20,0.229642382
117,21,0.22035109
117,22,0.204191872
117,23,0.18913606
118,0,0.178607304
118,1,0.171914686
118,2,0.168532285
118,3,0.169058207
118,4,0.172749974
118,5,0.177297655
118,6,0.20221193
118,7,0.21974267
118,8,0.222021666
118,9,0.215494043
118,10,0.210307007
118,11,0.206821483
118,12,0.207893952
118,13,0.204284682
118,14,0.200953841
118,15,0.203263774
118,16,0.206728673
118,17,0.207708332
118,18,0.209925455
118,19,0.215060931
118,20,0.219093001
118,21,0.208028011
118,22,0.192033788
118,23,0.17666861
119,0,0.166170791
119,1,0.160004095
119,2,0.156693879
119,3,0.156167957
119,4,0.155312044
119,5,0.152053389
119,6,0.160406271
119,7,0.171770315
119,8,0.182288759
119,9,0.186527074
119,10,0.183412789
119,11,0.184866809
119,12,0.182247511
119,13,0.180009763
119,14,0.179958202
119,15,0.183433414
119,16,0.185073053
119,17,0.181721588
119,18,0.181051295
119,19,0.18416558
119,20,0.18571241
119,21,0.17976227
119,22,0.168614782
119,23,0.155569849
120,0,0.145793884
120,1,0.138925958
120,2,0.135141381
120,3,0.134367966
120,4,0.134337029
120,5,0.131037125
120,6,0.136296347
120,7,0.145525766
120,8,0.153393975
120,9,0.158601636
120,10,0.159364739
120,11,0.166067669
120,12,0.169130392
120,13,0.164232097
120,14,0.15862226
120,15,0.148856607
120,16,0.148887544
120,17,0.151991516
120,18,0.157034182
120,19,0.161612798
120,20,0.16954288
120,21,0.167284508
120,22,0.158251021
120,23,0.146577611
121,0,0.138523783
121,1,0.133182063
121,2,0.131284618
121,3,0.130820569
121,4,0.131728043
121,5,0.128974685
121,6,0.131511487
121,7,0.140379979
121,8,0.147299465
121,9,0.149031914
121,10,0.147742889
121,11,0.144432673
121,12,0.141308077
121,13,0.14066872
121,14,0.140936837
121,15,0.141390574
121,16,0.143896439
121,17,0.14943409
121,18,0.153971458
121,19,0.160880632
121,20,0.167078264
121,21,0.164923015
121,22,0.154858307
121,23,0.1435252
122,0,0.134326717
122,1,0.129108744
122,2,0.127015367
122,3,0.126190391
122,4,0.126943182
122,5,0.12899531
122,6,0.141730877
122,7,0.153868336
122,8,0.163747424
122,9,0.166418284
122,10,0.162726516
122,11,0.16293276
122,12,0.165851113
122,13,0.169594441
122,14,0.171667193
122,15,0.173987438
122,16,0.173874004
122,17,0.174265868
122,18,0.173698697
122,19,0.175255839
122,20,0.180081949
122,21,0.175750825
122,22,0.164190848
122,23,0.152135887
123,0,0.142267111
123,1,0.136378845
123,2,0.133182063
123,3,0.131965223
123,4,0.131624921
123,5,0.127654724
123,6,0.132707702
123,7,0.14273116
123,8,0.15365178
123,9,0.160437208
123,10,0.160158778
123,11,0.159529734
123,12,0.158570699
123,13,0.158952251
123,14,0.156394825
123,15,0.155507976
123,16,0.155920464
123,17,0.157694162
123,18,0.161334369
123,19,0.167727933
123,20,0.175039283
123,21,0.172461233
123,22,0.162375901
123,23,0.149650646
124,0,0.140462476
124,1,0.137389441
124,2,0.136781021
124,3,0.137544124
124,4,0.139843744
124,5,0.145154527
124,6,0.170965964
124,7,0.192487525
124,8,0.198623284
124,9,0.193982794
124,10,0.189538236
124,11,0.190940695
124,12,0.190641641
124,13,0.191270686
124,14,0.187857347
124,15,0.190662266
124,16,0.192693769
124,17,0.194673712
124,18,0.197983928
124,19,0.202768789
124,20,0.209255162
124,21,0.201521012
124,22,0.185268985
124,23,0.169615066
125,0,0.158230397
125,1,0.152239009
125,2,0.150516871
125,3,0.150630305
125,4,0.15177496
125,5,0.154734561
125,6,0.17633862
125,7,0.19326094
125,8,0.198716094
125,9,0.198788279
125,10,0.195034639
125,11,0.194663399
125,12,0.191167564
125,13,0.193828111
125,14,0.19316813
125,15,0.194869643
125,16,0.193405311
125,17,0.195333692
125,18,0.196859898
125,19,0.199149206
125,20,0.203841257
125,21,0.197695186
125,22,0.183959336
125,23,0.170718471
126,0,0.15819946
126,1,0.153156794
126,2,0.150155944
126,3,0.14858849
126,4,0.147361338
126,5,0.144638917
126,6,0.15459019
126,7,0.165789239
126,8,0.176926415
126,9,0.185691785
126,10,0.191610988
126,11,0.189816665
126,12,0.192528774
126,13,0.192312218
126,14,0.189074187
126,15,0.188146089
126,16,0.187393298
126,17,0.185867093
126,18,0.184155268
126,19,0.186217708
126,20,0.188393582
126,21,0.183794341
126,22,0.171584696
126,23,0.159189431
127,0,0.147815075
127,1,0.140771842
127,2,0.136811957
127,3,0.135430123
127,4,0.133140814
127,5,0.130531828
127,6,0.135234191
127,7,0.143401453
127,8,0.153888961
127,9,0.16035471
127,10,0.161984038
127,11,0.165448937
127,12,0.166789523
127,13,0.166500781
127,14,0.164304283
127,15,0.162344965
127,16,0.162448087
127,17,0.166438908
127,18,0.169584129
127,19,0.172770599
127,20,0.178091694
127,21,0.177287342
127,22,0.168449787
127,23,0.157539479
128,0,0.147155094
128,1,0.1435252
128,2,0.142452731
128,3,0.144649229
128,4,0.147660392
128,5,0.153693029
128,6,0.185021492
128,7,0.207852703
128,8,0.21594778
128,9,0.212328198
128,10,0.205109658
128,11,0.207151474
128,12,0.209698587
128,13,0.204903414
128,14,0.204099062
128,15,0.207388654
128,16,0.208873611
128,17,0.208811738
128,18,0.210265758
128,19,0.213080989
128,20,0.218082406
128,21,0.211987895
128,22,0.195457439
128,23,0.180195383
129,0,0.169481007
129,1,0.164758019
129,2,0.160643452
129,3,0.160911569
129,4,0.161922164
129,5,0.166975142
129,6,0.192353467
129,7,0.212534442
129,8,0.216081839
129,9,0.209605777
129,10,0.201923188
129,11,0.200819783
129,12,0.20263473
129,13,0.202366613
129,14,0.200427919
129,15,0.203944379
129,16,0.203387521
129,17,0.20418156
129,18,0.205522146
129,19,0.209750148
129,20,0.215679663
129,21,0.209440782
129,22,0.192559711
129,23,0.176627362
130,0,0.165593308
130,1,0.159117246
130,2,0.156384513
130,3,0.156755752
130,4,0.158673821
130,5,0.163489619
130,6,0.189270119
130,7,0.208409562
130,8,0.212183827
130,9,0.207533025
130,10,0.199767938
130,11,0.200396983
130,12,0.196034922
130,13,0.193735301
130,14,0.192951574
130,15,0.198375791
130,16,0.199190455
130,17,0.203026594
130,18,0.204965287
130,19,0.209131416
130,20,0.215648726
130,21,0.209647026
130,22,0.192147223
130,23,0.176709859
131,0,0.165943922
131,1,0.16016909
131,2,0.157157928
131,3,0.157941655
131,4,0.158354143
131,5,0.163303999
131,6,0.187578918
131,7,0.206594615
131,8,0.2109773
131,9,0.207935201
131,10,0.198365479
131,11,0.20221193
131,12,0.205140595
131,13,0.203645326
131,14,0.204294994
131,15,0.205367463
131,16,0.208677679
131,17,0.208677679
131,18,0.208646743
131,19,0.211791964
131,20,0.217360552
131,21,0.210348256
131,22,0.193807487
131,23,0.177864826
132,0,0.16602642
132,1,0.159735978
132,2,0.156467011
132,3,0.155992649
132,4,0.157147616
132,5,0.162004662
132,6,0.18552679
132,7,0.207986762
132,8,0.213679096
132,9,0.209977016
132,10,0.197344571
132,11,0.198747031
132,12,0.197602376
132,13,0.200211363
132,14,0.20038667
132,15,0.202315052
132,16,0.201232271
132,17,0.202273803
132,18,0.204480614
132,19,0.208543621
132,20,0.211936334
132,21,0.206501805
132,22,0.191260373
132,23,0.176235498
133,0,0.164345531
133,1,0.157364172
133,2,0.153074297
133,3,0.152455565
133,4,0.150454998
133,5,0.148371934
133,6,0.155724532
133,7,0.168470411
133,8,0.180638807
133,9,0.184361512
133,10,0.182835306
133,11,0.177452338
133,12,0.173544014
133,13,0.174131809
133,14,0.173234648
133,15,0.17563739
133,16,0.173997751
133,17,0.17600863
133,18,0.176843918
133,19,0.179700397
133,20,0.185825844
133,21,0.18346435
133,22,0.172626228
133,23,0.159220368
134,0,0.148103816
134,1,0.141297764
134,2,0.136574777
134,3,0.135141381
134,4,0.133006756
134,5,0.128912812
134,6,0.132614892
134,7,0.143483951
134,8,0.15304336
134,9,0.157106367
134,10,0.157302299
134,11,0.153022736
134,12,0.152269945
134,13,0.154827371
134,14,0.153476473
134,15,0.154023019
134,16,0.155910152
134,17,0.158116963
134,18,0.16532519
134,19,0.171172208
134,20,0.175802386
134,21,0.174307117
134,22,0.164881766
134,23,0.153919897
135,0,0.144721415
135,1,0.139276573
135,2,0.138235041
135,3,0.138657841
135,4,0.140916213
135,5,0.148578178
135,6,0.179824144
135,7,0.202572857
135,8,0.213565662
135,9,0.218216464
135,10,0.217092434
135,11,0.220753265
135,12,0.219752982
135,13,0.221031695
135,14,0.217659605
135,15,0.214524697
135,16,0.212678813
135,17,0.209987329
135,18,0.211111358
135,19,0.21440095
135,20,0.215689975
135,21,0.208038323
135,22,0.190373524
135,23,0.174533985
136,0,0.164067102
136,1,0.157003245
136,2,0.154023019
136,3,0.153290853
136,4,0.155373917
136,5,0.160385647
136,6,0.185557727
136,7,0.205068409
136,8,0.212307574
136,9,0.211709466
136,10,0.208388938
136,11,0.210265758
136,12,0.214225643
136,13,0.214390638
136,14,0.211905398
136,15,0.215205302
136,16,0.212843808
136,17,0.212307574
136,18,0.213833779
136,19,0.216948064
136,20,0.218783635
136,21,0.210307007
136,22,0.193095945
136,23,0.177081098
137,0,0.165923298
137,1,0.159674105
137,2,0.156116396
137,3,0.155972025
137,4,0.156570133
137,5,0.161416867
137,6,0.188929816
137,7,0.210255446
137,8,0.220918261
137,9,0.223362252
137,10,0.221330749
137,11,0.223125071
137,12,0.224166604
137,13,0.222011354
137,14,0.217968971
137,15,0.216803693
137,16,0.217020249
137,17,0.215442482
137,18,0.214370014
137,19,0.217370864
137,20,0.218092718
137,21,0.210946363
137,22,0.194457155
137,23,0.179421968
138,0,0.168707592
138,1,0.162943072
138,2,0.159261617
138,3,0.15890069
138,4,0.159220368
138,5,0.164634273
138,6,0.191765671
138,7,0.211626968
138,8,0.218536142
138,9,0.215875595
138,10,0.213338794
138,11,0.215267175
138,12,0.214349389
138,13,0.213606911
138,14,0.212121954
138,15,0.212513818
138,16,0.213534725
138,17,0.212905681
138,18,0.214050335
138,19,0.217463674
138,20,0.218329898
138,21,0.211358851
138,22,0.19447778
138,23,0.179463217
139,0,0.167232947
139,1,0.160715637
139,2,0.157281674
139,3,0.15744667
139,4,0.157529167
139,5,0.164128975
139,6,0.191538803
139,7,0.212998491
139,8,0.223145696
139,9,0.226012487
139,10,0.225373131
139,11,0.227909932
139,12,0.23099328
139,13,0.228126488
139,14,0.223207569
139,15,0.222351656
139,16,0.219907665
139,17,0.218742386
139,18,0.215442482
139,19,0.213957526
139,20,0.21449376
139,21,0.206883356
139,22,0.190559144
139,23,0.177627645
140,0,0.165283942
140,1,0.158230397
140,2,0.153290853
140,3,0.151991516
140,4,0.149454715
140,5,0.149083475
140,6,0.158766631
140,7,0.171811564
140,8,0.184598692
140,9,0.192095662
140,10,0.196591781
140,11,0.193178443
140,12,0.187413923
140,13,0.18079349
140,14,0.172512794
140,15,0.173121214
140,16,0.170965964
140,17,0.172048745
140,18,0.175988005
140,19,0.178741363
140,20,0.180112885
140,21,0.177235781
140,22,0.166882333
140,23,0.152445253
141,0,0.140617159
141,1,0.133078941
141,2,0.1284797
141,3,0.127108177
141,4,0.124756996
141,5,0.125365415
141,6,0.129263427
141,7,0.138719714
141,8,0.148351309
141,9,0.153878648
141,10,0.153631156
141,11,0.153528034
141,12,0.152373067
141,13,0.15262056
141,14,0.151805896
141,15,0.150114695
141,16,0.14961971
141,17,0.1555286
141,18,0.160014407
141,19,0.165500498
141,20,0.168759153
141,21,0.170924715
141,22,0.161581862
141,23,0.149351593
142,0,0.140452164
142,1,0.135131069
142,2,0.134254532
142,3,0.134316405
142,4,0.137224445
142,5,0.144071746
142,6,0.176544864
142,7,0.200180426
142,8,0.209626402
142,9,0.2066668
142,10,0.20169632
142,11,0.202686291
142,12,0.201902564
142,13,0.201747881
142,14,0.20047948
142,15,0.201356017
142,16,0.203769072
142,17,0.205718078
142,18,0.205522146
142,19,0.208296128
142,20,0.210317319
142,21,0.205058097
142,22,0.187197367
142,23,0.170440042
143,0,0.158941939
143,1,0.153662092
143,2,0.150640618
143,3,0.151475906
143,4,0.149960012
143,5,0.156487635
143,6,0.182824994
143,7,0.203830945
143,8,0.212235388
143,9,0.211090734
143,10,0.206769922
143,11,0.208100196
143,12,0.210863866
143,13,0.214205018
143,14,0.209275787
143,15,0.208368313
143,16,0.213730657
143,17,0.212957242
143,18,0.21173009
143,19,0.214452511
143,20,0.216494327
143,21,0.210059514
143,22,0.193075321
143,23,0.175070219
144,0,0.162881199
144,1,0.155930776
144,2,0.152187448
144,3,0.152311194
144,4,0.151568716
144,5,0.15786947
144,6,0.183701531
144,7,0.204408428
144,8,0.213710033
144,9,0.215535292
144,10,0.214483448
144,11,0.216525263
144,12,0.21533936
144,13,0.211678529
144,14,0.210111075
144,15,0.210853553
144,16,0.20933766
144,17,0.209347972
144,18,0.210090451
144,19,0.213524413
144,20,0.214854687
144,21,0.208368313
144,22,0.191930666
144,23,0.176771732
145,0,0.165026137
145,1,0.158498514
145,2,0.154847995
145,3,0.153579595
145,4,0.153775526
145,5,0.15950911
145,6,0.185454605
145,7,0.206512117
145,8,0.214947497
145,9,0.215689975
145,10,0.211977583
145,11,0.212812871
145,12,0.213328481
145,13,0.212967554
145,14,0.207409279
145,15,0.207553649
145,16,0.207553649
145,17,0.206718361
145,18,0.207398966
145,19,0.210533875
145,20,0.21303974
145,21,0.208172381
145,22,0.192260657
145,23,0.177029537
146,0,0.163922731
146,1,0.157498231
146,2,0.153847712
146,3,0.15365178
146,4,0.152331818
146,5,0.158704758
146,6,0.184351199
146,7,0.20357314
146,8,0.210472002
146,9,0.207398966
146,10,0.200108241
146,11,0.200881656
146,12,0.20324315
146,13,0.201871627
146,14,0.199798875
146,15,0.199004836
146,16,0.199510133
146,17,0.200190739
146,18,0.19780862
146,19,0.201644759
146,20,0.201665383
146,21,0.198571723
146,22,0.186124898
146,23,0.171718754
147,0,0.159890661
147,1,0.153414599
147,2,0.149722832
147,3,0.14891848
147,4,0.14507203
147,5,0.144628605
147,6,0.153754902
147,7,0.165809864
147,8,0.176709859
147,9,0.179329158
147,10,0.176029254
147,11,0.173533702
147,12,0.169553192
147,13,0.168099172
147,14,0.164108351
147,15,0.165799552
147,16,0.166717337
147,17,0.168429163
147,18,0.170615349
147,19,0.172481857
147,20,0.174472112
147,21,0.175028971
147,22,0.166696713
147,23,0.152414316
148,0,0.141039959
148,1,0.13372861
148,2,0.12880969
148,3,0.12744848
148,4,0.123674215
148,5,0.121931453
148,6,0.127273172
148,7,0.135966357
148,8,0.14634043
148,9,0.150764364
148,10,0.151022169
148,11,0.149506276
148,12,0.147165406
148,13,0.147082909
148,14,0.146257933
148,15,0.145422644
148,16,0.147361338
148,17,0.151331535
148,18,0.15683825
148,19,0.162334652
148,20,0.166366723
148,21,0.168769465
148,22,0.161159062
148,23,0.149846578
149,0,0.140493413
149,1,0.137740055
149,2,0.135368249
149,3,0.135007322
149,4,0.136110728
149,5,0.144267678
149,6,0.17385338
149,7,0.196818649
149,8,0.206408995
149,9,0.20521278
149,10,0.198159235
149,11,0.199602943
149,12,0.199396699
149,13,0.20141789
149,14,0.197860181
149,15,0.200510417
149,16,0.200190739
149,17,0.200304173
149,18,0.202201618
149,19,0.206965854
149,20,0.209141728
149,21,0.204800292
149,22,0.18786766
149,23,0.171873437
150,0,0.160138154
150,1,0.153352726
150,2,0.149588773
150,3,0.149258783
150,4,0.148701924
150,5,0.154311761
150,6,0.180700681
150,7,0.201582886
150,8,0.208873611
150,9,0.204831229
150,10,0.198200484
150,11,0.200438231
150,12,0.199365763
150,13,0.197880806
150,14,0.195550249
150,15,0.197860181
150,16,0.199231704
150,17,0.199675129
150,18,0.200128865
150,19,0.204872477
150,20,0.20657399
150,21,0.202706915
150,22,0.187372674
150,23,0.171656881
151,0,0.159818476
151,1,0.152352443
151,2,0.148949417
151,3,0.148980353
151,4,0.148990666
151,5,0.155219234
151,6,0.180989422
151,7,0.202191305
151,8,0.207759893
151,9,0.203748448
151,10,0.197623001
151,11,0.197695186
151,12,0.196375225
151,13,0.195364629
151,14,0.19396217
151,15,0.198396416
151,16,0.201459139
151,17,0.20099509
151,18,0.201407578
151,19,0.206017132
151,20,0.208553933
151,21,0.205944946
151,22,0.190012597
151,23,0.173296521
152,0,0.160437208
152,1,0.153579595
152,2,0.15055812
152,3,0.150774676
152,4,0.149506276
152,5,0.15355897
152,6,0.178339187
152,7,0.198829528
152,8,0.206543054
152,9,0.205264341
152,10,0.199561694
152,11,0.199994807
152,12,0.198685157
152,13,0.199180143
152,14,0.196715527
152,15,0.200355734
152,16,0.201026027
152,17,0.2015107
152,18,0.201139461
152,19,0.205738702
152,20,0.208182694
152,21,0.204037189
152,22,0.189961036
152,23,0.174173058
153,0,0.160767198
153,1,0.154847995
153,2,0.151630589
153,3,0.150733427
153,4,0.1495269
153,5,0.154249888
153,6,0.180721305
153,7,0.199644192
153,8,0.207306157
153,9,0.207337093
153,10,0.204490926
153,11,0.207254596
153,12,0.205975883
153,13,0.202614106
153,14,0.198272669
153,15,0.200768222
153,16,0.199293577
153,17,0.199376075
153,18,0.197334259
153,19,0.19893265
153,20,0.198860465
153,21,0.195993673
153,22,0.184299638
153,23,0.170378168
154,0,0.158364455
154,1,0.150991232
154,2,0.147144782
154,3,0.145628888
154,4,0.142205238
154,5,0.141215267
154,6,0.15004251
154,7,0.163087443
154,8,0.172574667
154,9,0.176214874
154,10,0.173626511
154,11,0.171337203
154,12,0.168130109
154,13,0.166603903
154,14,0.163396809
154,15,0.162778077
154,16,0.162437774
154,17,0.165356127
154,18,0.16808886
154,19,0.172244677
154,20,0.174482424
154,21,0.173544014
154,22,0.164428029
154,23,0.150764364
155,0,0.139884993
155,1,0.133182063
155,2,0.128912812
155,3,0.126345074
155,4,0.122467687
155,5,0.120972418
155,6,0.126046021
155,7,0.136409782
155,8,0.145123591
155,9,0.14891848
155,10,0.149217534
155,11,0.149495963
155,12,0.148320373
155,13,0.148908168
155,14,0.146051689
155,15,0.14540202
155,16,0.146773543
155,17,0.151362472
155,18,0.156188581
155,19,0.163252438
155,20,0.167490752
155,21,0.169099456
155,22,0.163520555
155,23,0.151960579
156,0,0.142174301
156,1,0.137420377
156,2,0.135450747
156,3,0.135254815
156,4,0.134594834
156,5,0.143679883
156,6,0.172925282
156,7,0.195148073
156,8,0.203934067
156,9,0.202758476
156,10,0.196674278
156,11,0.197798308
156,12,0.19780862
156,13,0.196622717
156,14,0.19293095
156,15,0.200366046
156,16,0.202810037
156,17,0.203635013
156,18,0.204728107
156,19,0.208935484
156,20,0.208626118
156,21,0.202902847
156,22,0.187712977
156,23,0.171522823
157,0,0.15890069
157,1,0.151434657
157,2,0.148413182
157,3,0.147505709
157,4,0.148145065
157,5,0.155188298
157,6,0.181412222
157,7,0.200922905
157,8,0.20779083
157,9,0.207986762
157,10,0.202129432
157,11,0.20408875
157,12,0.206099629
157,13,0.206924605
157,14,0.206831795
157,15,0.207378342
157,16,0.206625551
157,17,0.207264908
157,18,0.209832646
157,19,0.212297261
157,20,0.211874461
157,21,0.206017132
157,22,0.191652237
157,23,0.175420834
158,0,0.162891511
158,1,0.155662659
158,2,0.151692462
158,3,0.150444686
158,4,0.149733144
158,5,0.156611381
158,6,0.182422818
158,7,0.203129716
158,8,0.210121387
158,9,0.209719211
158,10,0.203191589
158,11,0.206594615
158,12,0.207357718
158,13,0.20769802
158,14,0.206068693
158,15,0.207027727
158,16,0.206728673
158,17,0.207491776
158,18,0.207244283
158,19,0.207873328
158,20,0.206986478
158,21,0.201851003
158,22,0.189362929
158,23,0.172275613
159,0,0.159292553
159,1,0.151713086
159,2,0.147021035
159,3,0.143710819
159,4,0.139090954
159,5,0.134378278
159,6,0.135357937
159,7,0.143948
159,8,0.15322898
159,9,0.156126708
159,10,0.154940805
159,11,0.154889244
159,12,0.155941088
159,13,0.15519861
159,14,0.155425478
159,15,0.1551058
159,16,0.156673255
159,17,0.158426329
159,18,0.16208716
159,19,0.166036732
159,20,0.169047895
159,21,0.171821876
159,22,0.1649952
159,23,0.151486218
160,0,0.140287169
160,1,0.135069196
160,2,0.132367399
160,3,0.131016501
160,4,0.129809974
160,5,0.135347625
160,6,0.153239292
160,7,0.169171641
160,8,0.179772583
160,9,0.182907491
160,10,0.182783745
160,11,0.182690935
160,12,0.185959903
160,13,0.18955886
160,14,0.188300772
160,15,0.190229153
160,16,0.189723856
160,17,0.189301055
160,18,0.18941449
160,19,0.190291027
160,20,0.188042967
160,21,0.186093961
160,22,0.177153284
160,23,0.161509676
161,0,0.150052822
161,1,0.142762097
161,2,0.137843177
161,3,0.135048571
161,4,0.132016784
161,5,0.13260458
161,6,0.141576194
161,7,0.152568999
161,8,0.163623677
161,9,0.170491603
161,10,0.169202578
161,11,0.167397943
161,12,0.170708159
161,13,0.168769465
161,14,0.162953384
161,15,0.16326275
161,16,0.166665776
161,17,0.171491886
161,18,0.170945339
161,19,0.170976276
161,20,0.171595008
161,21,0.170140988
161,22,0.163974292
161,23,0.150599369
162,0,0.139183763
162,1,0.130954628
162,2,0.125736655
162,3,0.123086419
162,4,0.119508086
162,5,0.118270622
162,6,0.123632966
162,7,0.132068345
162,8,0.140998711
162,9,0.145133903
162,10,0.148805046
162,11,0.14713447
162,12,0.147423211
162,13,0.147629455
162,14,0.145690762
162,15,0.146825104
162,16,0.148000694
162,17,0.151568716
162,18,0.156982621
162,19,0.161777794
162,20,0.164263034
162,21,0.165376751
162,22,0.162272779
162,23,0.150434374
163,0,0.139441568
163,1,0.134347342
163,2,0.131862101
163,3,0.131862101
163,4,0.131140247
163,5,0.140400603
163,6,0.170501915
163,7,0.192611272
163,8,0.202253179
163,9,0.202830662
163,10,0.196303039
163,11,0.197798308
163,12,0.196849586
163,13,0.198056113
163,14,0.197623001
163,15,0.199943246
163,16,0.200046368
163,17,0.200840407
163,18,0.202150057
163,19,0.205594331
163,20,0.206934917
163,21,0.201923188
163,22,0.188888567
163,23,0.172481857
164,0,0.159364739
164,1,0.153713653
164,2,0.150939671
164,3,0.15046531
164,4,0.150795301
164,5,0.155611098
164,6,0.180411939
164,7,0.199747314
164,8,0.207058664
164,9,0.210564812
164,10,0.207419591
164,11,0.209966704
164,12,0.212689125
164,13,0.211204168
164,14,0.207264908
164,15,0.209585153
164,16,0.207192722
164,17,0.206677112
164,18,0.206780234
164,19,0.21036888
164,20,0.20994608
164,21,0.204068126
164,22,0.191889418
164,23,0.176472679
165,0,0.163015258
165,1,0.15665263
165,2,0.153662092
165,3,0.153105233
165,4,0.152919614
165,5,0.158281958
165,6,0.182680623
165,7,0.20305753
165,8,0.21285412
165,9,0.216329332
165,10,0.216834629
165,11,0.21852583
165,12,0.219515801
165,13,0.214091584
165,14,0.212039456
165,15,0.210214197
165,16,0.209048918
165,17,0.206738986
165,18,0.206646176
165,19,0.209265475
165,20,0.209327348
165,21,0.203170964
165,22,0.189940412
165,23,0.174967097
166,0,0.163283375
166,1,0.157838533
166,2,0.1542602
166,3,0.153383663
166,4,0.152465877
166,5,0.158849129
166,6,0.184980244
166,7,0.205016848
166,8,0.213008803
166,9,0.214060648
166,10,0.209440782
166,11,0.214555633
166,12,0.210606061
166,13,0.209378909
166,14,0.205449961
166,15,0.208522996
166,16,0.210678246
166,17,0.209801709
166,18,0.207997074
166,19,0.211596032
166,20,0.21407096
166,21,0.208945796
166,22,0.194962453
166,23,0.179030104
167,0,0.166902957
167,1,0.160282525
167,2,0.156982621
167,3,0.155611098
167,4,0.154373634
167,5,0.159540046
167,6,0.183722155
167,7,0.203067842
167,8,0.211018549
167,9,0.21173009
167,10,0.211131983
167,11,0.212637564
167,12,0.21467938
167,13,0.211956959
167,14,0.209822333
167,15,0.211575407
167,16,0.211956959
167,17,0.210069826
167,18,0.207955825
167,19,0.209915143
167,20,0.208894235
167,21,0.202645042
167,22,0.190528207
167,23,0.177081098
168,0,0.164541463
168,1,0.157116679
168,2,0.152868053
168,3,0.15088811
168,4,0.14694885
168,5,0.146216684
168,6,0.153383663
168,7,0.166768898
168,8,0.178792924
168,9,0.187104557
168,10,0.188764821
168,11,0.191610988
168,12,0.191600676
168,13,0.185052429
168,14,0.179195099
168,15,0.175853947
168,16,0.17633862
168,17,0.17694704
168,18,0.176637674
168,19,0.176379869
168,20,0.175884883
168,21,0.174956785
168,22,0.168944773
168,23,0.155796718
169,0,0.145329835
169,1,0.137946299
169,2,0.133367683
169,3,0.130521515
169,4,0.126623504
169,5,0.126850372
169,6,0.130170901
169,7,0.138214417
169,8,0.14704166
169,9,0.15407458
169,10,0.158281958
169,11,0.163654614
169,12,0.165820176
169,13,0.165304566
169,14,0.160890944
169,15,0.155126425
169,16,0.153218668
169,17,0.157415733
169,18,0.162540896
169,19,0.167160762
169,20,0.169264451
169,21,0.170491603
169,22,0.166902957
169,23,0.154404571
170,0,0.144680166
170,1,0.13930751
170,2,0.137214133
170,3,0.136502591
170,4,0.136616026
170,5,0.146391991
170,6,0.1757302
170,7,0.199231704
170,8,0.20915204
170,9,0.209822333
170,10,0.206625551
170,11,0.208048635
170,12,0.210688558
170,13,0.211554783
170,14,0.208522996
170,15,0.212812871
170,16,0.212462257
170,17,0.212565379
170,18,0.21130729
170,19,0.216308707
170,20,0.214730941
170,21,0.209688275
170,22,0.195808054
170,23,0.178483558
171,0,0.165170507
171,1,0.157725099
171,2,0.154600502
171,3,0.154827371
171,4,0.154012707
171,5,0.159158495
171,6,0.185320546
171,7,0.20633681
171,8,0.215411546
171,9,0.217247117
171,10,0.212905681
171,11,0.215586853
171,12,0.215586853
171,13,0.217040873
171,14,0.217288366
171,15,0.221640115
171,16,0.2208667
171,17,0.221248251
171,18,0.219928289
171,19,0.221186378
171,20,0.220402651
171,21,0.214081272
171,22,0.200840407
171,23,0.18346435
172,0,0.16860447
172,1,0.161231247
172,2,0.157848845
172,3,0.156570133
172,4,0.154280824
172,5,0.160395959
172,6,0.186444576
172,7,0.207068976
172,8,0.217907098
172,9,0.221825734
172,10,0.222001042
172,11,0.229714567
172,12,0.232055437
172,13,0.22860085
172,14,0.224486282
172,15,0.222784769
172,16,0.220526397
172,17,0.221145129
172,18,0.220392338
172,19,0.221413246
172,20,0.219505489
172,21,0.212885057
172,22,0.199798875
172,23,0.183165296
173,0,0.170780344
173,1,0.165263317
173,2,0.161354993
173,3,0.16016909
173,4,0.159096622
173,5,0.16480958
173,6,0.186516761
173,7,0.20685242
173,8,0.219691109
173,9,0.220082972
173,10,0.217649293
173,11,0.217504922
173,12,0.220010787
173,13,0.219330182
173,14,0.219072377
173,15,0.222331032
173,16,0.221072944
173,17,0.221423558
173,18,0.221248251
173,19,0.223826301
173,20,0.224372848
173,21,0.218505206
173,22,0.206182127
173,23,0.18749642
174,0,0.172966531
174,1,0.164541463
174,2,0.161169374
174,3,0.15810665
174,4,0.156714503
174,5,0.163159628
174,6,0.18707362
174,7,0.20812082
174,8,0.221464807
174,9,0.226084673
174,10,0.221567929
174,11,0.221866983
174,12,0.220650143
174,13,0.220516085
174,14,0.217030561
174,15,0.2174018
174,16,0.217515235
174,17,0.215535292
174,18,0.213050052
174,19,0.21285412
174,20,0.210657622
174,21,0.203140028
174,22,0.190971632
174,23,0.17666861
175,0,0.165892361
175,1,0.159024436
175,2,0.153404287
175,3,0.150671554
175,4,0.147237592
175,5,0.146402303
175,6,0.155920464
175,7,0.167965114
175,8,0.180855364
