day_of_year,hour,consumption
58,21,0.231230461
58,22,0.215329048
58,23,0.200830095
59,0,0.190280714
59,1,0.185650537
59,2,0.183206545
59,3,0.184114019
59,4,0.188888567
59,5,0.199427636
59,6,0.223723179
59,7,0.243543227
59,8,0.250833953
59,9,0.248823074
59,10,0.239201791
59,11,0.236840297
59,12,0.235613146
59,13,0.235881263
59,14,0.234220999
59,15,0.235778141
59,16,0.239346162
59,17,0.247554673
59,18,0.255515692
59,19,0.256082863
59,20,0.249503679
59,21,0.233581642
59,22,0.215751848
59,23,0.201438515
60,0,0.192435964
60,1,0.187981094
60,2,0.184866809
60,3,0.185856781
60,4,0.189218558
60,5,0.19954107
60,6,0.22462034
60,7,0.242192329
60,8,0.248761201
60,9,0.243440105
60,10,0.234808794
60,11,0.234427243
60,12,0.233591954
60,13,0.232849476
60,14,0.230890158
60,15,0.234014755
60,16,0.237799332
60,17,0.245585043
60,18,0.253247008
60,19,0.254154481
60,20,0.247214371
60,21,0.231003592
60,22,0.214854687
60,23,0.200262924
61,0,0.190476646
61,1,0.186001151
61,2,0.183938711
61,3,0.184423385
61,4,0.188517328
61,5,0.199221392
61,6,0.223403501
61,7,0.241975773
61,8,0.249307747
61,9,0.248039347
61,10,0.241810778
61,11,0.242408885
61,12,0.241377665
61,13,0.24172828
61,14,0.238294318
61,15,0.238974923
61,16,0.240944553
61,17,0.246533765
61,18,0.253515125
61,19,0.252989203
61,20,0.24697719
61,21,0.230632353
61,22,0.214235955
61,23,0.200840407
62,0,0.192673145
62,1,0.186692069
62,2,0.184722439
62,3,0.184670878
62,4,0.189600109
62,5,0.198561411
62,6,0.221392622
62,7,0.24172828
62,8,0.251731114
62,9,0.256536599
62,10,0.251514558
62,11,0.252896393
62,12,0.251751739
62,13,0.251328938
62,14,0.247111249
62,15,0.245719102
62,16,0.244677569
62,17,0.248482771
62,18,0.251844548
62,19,0.249524303
62,20,0.242872934
62,21,0.225445316
62,22,0.210801992
62,23,0.197705498
63,0,0.186063025
63,1,0.180298505
63,2,0.175513644
63,3,0.174833039
63,4,0.174492736
63,5,0.175482707
63,6,0.180783178
63,7,0.192033788
63,8,0.207863015
63,9,0.216834629
63,10,0.218907382
63,11,0.222712583
63,12,0.220897636
63,13,0.220732641
63,14,0.216298395
63,15,0.212173515
63,16,0.21079168
63,17,0.213184111
63,18,0.21983548
63,19,0.217690542
63,20,0.212256013
63,21,0.200592914
63,22,0.190156968
63,23,0.177761704
64,0,0.165851113
64,1,0.161189998
64,2,0.157219801
64,3,0.15580703
64,4,0.157508543
64,5,0.15932349
64,6,0.161066252
64,7,0.169429446
64,8,0.181350349
64,9,0.189373241
64,10,0.19326094
64,11,0.197942679
64,12,0.197251762
64,13,0.199912309
64,14,0.197499254
64,15,0.194601526
64,16,0.193157818
64,17,0.199520446
64,18,0.209997641
64,19,0.212018832
64,20,0.207151474
64,21,0.19850985
64,22,0.190425085
64,23,0.17891667
65,0,0.172450921
65,1,0.168326041
65,2,0.166366723
65,3,0.168109484
65,4,0.172801535
65,5,0.185320546
65,6,0.214318453
65,7,0.238655245
65,8,0.252483905
65,9,0.25316451
65,10,0.246760634
65,11,0.246265648
65,12,0.245915033
65,13,0.247090624
65,14,0.246781258
65,15,0.245389111
65,16,0.244326955
65,17,0.24782279
65,18,0.254876335
65,19,0.253855427
65,20,0.247204058
65,21,0.230817973
65,22,0.21388534
65,23,0.19883984
66,0,0.188507016
66,1,0.182866243
66,2,0.180566622
66,3,0.18149472
66,4,0.185341171
66,5,0.19583899
66,6,0.221330749
66,7,0.240903304
66,8,0.247389678
66,9,0.246946253
66,10,0.241130173
66,11,0.24130548
66,12,0.241532348
66,13,0.244388828
66,14,0.241852027
66,15,0.240686748
66,16,0.239377099
66,17,0.242481071
66,18,0.247864039
66,19,0.247781542
66,20,0.241841714
66,21,0.227136517
66,22,0.209471719
66,23,0.196406161
67,0,0.18683644
67,1,0.180350066
67,2,0.17718422
67,3,0.177060474
67,4,0.180917237
67,5,0.191569739
67,6,0.215329048
67,7,0.235231594
67,8,0.2423367
67,9,0.242078895
67,10,0.238108698
67,11,0.237531215
67,12,0.239449284
67,13,0.240398006
67,14,0.237912766
67,15,0.238696493
67,16,0.240037079
67,17,0.244038213
67,18,0.249606801
67,19,0.249483055
67,20,0.243656662
67,21,0.228569913
67,22,0.212627252
67,23,0.198282982
68,0,0.188445143
68,1,0.181865959
68,2,0.179040416
68,3,0.17985508
68,4,0.18252594
68,5,0.191518178
68,6,0.214658755
68,7,0.235654394
68,8,0.246626575
68,9,0.249503679
68,10,0.248668391
68,11,0.249235562
68,12,0.250761767
68,13,0.254628842
68,14,0.249493367
68,15,0.245461297
68,16,0.243264798
68,17,0.246636887
68,18,0.2518033
68,19,0.252442656
68,20,0.246389395
68,21,0.23005487
68,22,0.212586003
68,23,0.19850985
69,0,0.188166713
69,1,0.182505316
69,2,0.180360378
69,3,0.178978543
69,4,0.183722155
69,5,0.1916213
69,6,0.213153174
69,7,0.230549855
69,8,0.238603684
69,9,0.237562151
69,10,0.233561018
69,11,0.234581926
69,12,0.233746637
69,13,0.233746637
69,14,0.230353924
69,15,0.231704822
69,16,0.230560168
69,17,0.232973222
69,18,0.240253636
69,19,0.239964894
69,20,0.232364803
69,21,0.217030561
69,22,0.203490643
69,23,0.191559427
70,0,0.180226319
70,1,0.172976843
70,2,0.169975993
70,3,0.16921289
70,4,0.170501915
70,5,0.170357544
70,6,0.175627078
70,7,0.188826694
70,8,0.203232838
70,9,0.214143145
70,10,0.218082406
70,11,0.22101107
70,12,0.221124505
70,13,0.220320153
70,14,0.21533936
70,15,0.211668217
70,16,0.210007953
70,17,0.212266325
70,18,0.218690825
70,19,0.217412113
70,20,0.210905114
70,21,0.19850985
70,22,0.188537953
70,23,0.176916103
71,0,0.167171074
71,1,0.162097472
71,2,0.157859158
71,3,0.156693879
71,4,0.156497947
71,5,0.157044494
71,6,0.158880065
71,7,0.168377602
71,8,0.178968231
71,9,0.181731901
71,10,0.180752242
71,11,0.181205978
71,12,0.178267001
71,13,0.180752242
71,14,0.18013351
71,15,0.17840106
71,16,0.181927832
71,17,0.189765104
71,18,0.201160085
71,19,0.204851853
71,20,0.199561694
71,21,0.190249778
71,22,0.183484975
71,23,0.172224052
72,0,0.16326275
72,1,0.158550075
72,2,0.156662942
72,3,0.15735386
72,4,0.161643735
72,5,0.171955935
72,6,0.200551666
72,7,0.222031978
72,8,0.230745787
72,9,0.229137084
72,10,0.225290633
72,11,0.22719839
72,12,0.2328701
72,13,0.236211253
72,14,0.230333299
72,15,0.228105864
72,16,0.22635279
72,17,0.228116176
72,18,0.236469058
72,19,0.237438405
72,20,0.231240773
72,21,0.215638414
72,22,0.199396699
72,23,0.185454605
73,0,0.175369273
73,1,0.16945007
73,2,0.165985171
73,3,0.167098889
73,4,0.172853096
73,5,0.180216007
73,6,0.202954408
73,7,0.220804826
73,8,0.226713717
73,9,0.224836897
73,10,0.222980701
73,11,0.226332166
73,12,0.231395456
73,13,0.232148246
73,14,0.228569913
73,15,0.228239923
73,16,0.227889308
73,17,0.231467641
73,18,0.240047392
73,19,0.240748621
73,20,0.235891575
73,21,0.219020816
73,22,0.200891968
73,23,0.18838327
74,0,0.179896329
74,1,0.175627078
74,2,0.173368706
74,3,0.173203711
74,4,0.178132943
74,5,0.186093961
74,6,0.21107011
74,7,0.230075494
74,8,0.238696493
74,9,0.238809928
74,10,0.231570763
74,11,0.233705389
74,12,0.234850043
74,13,0.237644649
74,14,0.232189495
74,15,0.231849193
74,16,0.230714851
74,17,0.235458463
74,18,0.245543794
74,19,0.247513424
74,20,0.241016738
74,21,0.222619774
74,22,0.206604927
74,23,0.194261224
75,0,0.18501118
75,1,0.180164446
75,2,0.176751108
75,3,0.17797826
75,4,0.181804086
75,5,0.188785445
75,6,0.212699437
75,7,0.231013904
75,8,0.235169721
75,9,0.23235449
75,10,0.227724313
75,11,0.229137084
75,12,0.228538976
75,13,0.232189495
75,14,0.227435571
75,15,0.229642382
75,16,0.231230461
75,17,0.233447584
75,18,0.24585316
75,19,0.248668391
75,20,0.243306047
75,21,0.226486849
75,22,0.209585153
75,23,0.195643058
76,0,0.185382419
76,1,0.180442876
76,2,0.178122631
76,3,0.178318562
76,4,0.18191752
76,5,0.19007447
76,6,0.211482598
76,7,0.230157992
76,8,0.234097252
76,9,0.229910499
76,10,0.224053169
76,11,0.225806243
76,12,0.225754682
76,13,0.225713434
76,14,0.224125355
76,15,0.225146263
76,16,0.22541438
76,17,0.227487132
76,18,0.237118727
76,19,0.239304913
76,20,0.231828568
76,21,0.216102463
76,22,0.199675129
76,23,0.187702664
77,0,0.177617333
77,1,0.171687818
77,2,0.169130392
77,3,0.167686684
77,4,0.168408538
77,5,0.168449787
77,6,0.173214023
77,7,0.187321113
77,8,0.195467751
77,9,0.198138611
77,10,0.197416757
77,11,0.19644741
77,12,0.195405878
77,13,0.193982794
77,14,0.190239466
77,15,0.189971348
77,16,0.19171411
77,17,0.194849019
77,18,0.205449961
77,19,0.20675961
77,20,0.199396699
77,21,0.188042967
77,22,0.177534835
77,23,0.165448937
78,0,0.156601069
78,1,0.150310627
78,2,0.147918197
78,3,0.147144782
78,4,0.148413182
78,5,0.148134753
78,6,0.150052822
78,7,0.1598391
78,8,0.167800118
78,9,0.172904657
78,10,0.174430863
78,11,0.174740229
78,12,0.174812414
78,13,0.174771166
78,14,0.17305934
78,15,0.170584412
78,16,0.171935311
78,17,0.17769983
78,18,0.192301906
78,19,0.196921771
78,20,0.192167847
78,21,0.182123764
78,22,0.173265584
78,23,0.163252438
79,0,0.156487635
79,1,0.153363038
79,2,0.152166823
79,3,0.152465877
79,4,0.157673538
79,5,0.166511093
79,6,0.196199917
79,7,0.218226776
79,8,0.228239923
79,9,0.226806527
79,10,0.224857521
79,11,0.224919394
79,12,0.225754682
79,13,0.227414947
79,14,0.225950614
79,15,0.224640965
79,16,0.222526964
79,17,0.224135667
79,18,0.233653828
79,19,0.236231878
79,20,0.228817406
79,21,0.213019115
79,22,0.197220825
79,23,0.183804653
80,0,0.173997751
80,1,0.168614782
80,2,0.166531718
80,3,0.167284508
80,4,0.171718754
80,5,0.177349216
80,6,0.203129716
80,7,0.224857521
80,8,0.23554096
80,9,0.233973506
80,10,0.231715134
80,11,0.235530648
80,12,0.236005009
80,13,0.236561868
80,14,0.232086373
80,15,0.228373981
80,16,0.227765561
80,17,0.22977644
80,18,0.237902454
80,19,0.241862339
80,20,0.233880696
80,21,0.218329898
80,22,0.202067559
80,23,0.186733318
81,0,0.176441742
81,1,0.171997184
81,2,0.169140704
81,3,0.168707592
81,4,0.17343058
81,5,0.180411939
81,6,0.206254312
81,7,0.22550719
81,8,0.231343895
81,9,0.229549572
81,10,0.22410473
81,11,0.222846642
81,12,0.222867266
81,13,0.22574437
81,14,0.221908232
81,15,0.221567929
81,16,0.222712583
81,17,0.224548155
81,18,0.235015038
81,19,0.237562151
81,20,0.231055153
81,21,0.213679096
81,22,0.196488659
81,23,0.184010897
82,0,0.173616199
82,1,0.168078548
82,2,0.166129542
82,3,0.165789239
82,4,0.167944489
82,5,0.173564638
82,6,0.197602376
82,7,0.218206152
82,8,0.225166887
82,9,0.222475403
82,10,0.219670484
82,11,0.221145129
82,12,0.22344475
82,13,0.222764144
82,14,0.222361969
82,15,0.223455062
82,16,0.223042574
82,17,0.224073794
82,18,0.231447017
82,19,0.235602833
82,20,0.226837463
82,21,0.211173232
82,22,0.194735585
82,23,0.181360661
83,0,0.172811848
83,1,0.167892928
83,2,0.164603336
83,3,0.164232097
83,4,0.168130109
83,5,0.173750258
83,6,0.196767088
83,7,0.217329615
83,8,0.223919111
83,9,0.223341628
83,10,0.221310124
83,11,0.224238789
83,12,0.223578808
83,13,0.222341344
83,14,0.220959509
83,15,0.220969822
83,16,0.220856387
83,17,0.221176066
83,18,0.228219298
83,19,0.230890158
83,20,0.22513595
83,21,0.207068976
83,22,0.191507866
83,23,0.179566339
84,0,0.168676655
84,1,0.163489619
84,2,0.159498797
84,3,0.158230397
84,4,0.160065968
84,5,0.157807597
84,6,0.164469278
84,7,0.17676142
84,8,0.18922887
84,9,0.193941545
84,10,0.195271819
84,11,0.19523057
84,12,0.194395282
84,13,0.193364062
84,14,0.192549398
84,15,0.186764254
84,16,0.188403894
84,17,0.190022909
84,18,0.196973332
84,19,0.202603793
84,20,0.197076454
84,21,0.185093678
84,22,0.172780911
84,23,0.160643452
85,0,0.151888394
85,1,0.144143932
85,2,0.141864935
85,3,0.141864935
85,4,0.141669004
85,5,0.142256799
85,6,0.142937404
85,7,0.146979787
85,8,0.154342697
85,9,0.164768332
85,10,0.172708726
85,11,0.180381002
85,12,0.18116473
85,13,0.176926415
85,14,0.172079681
85,15,0.168594158
85,16,0.167727933
85,17,0.170440042
85,18,0.172471545
85,19,0.189002002
85,20,0.193054696
85,21,0.18510399
85,22,0.175554893
85,23,0.164593024
86,0,0.154940805
86,1,0.15004251
86,2,0.147835699
86,3,0.148361621
86,4,0.153208355
86,5,0.164923015
86,6,0.19265252
86,7,0.215648726
86,8,0.227734625
86,9,0.230787036
86,10,0.229673318
86,11,0.233396023
86,12,0.233272276
86,13,0.231395456
86,14,0.227435571
86,15,0.225259697
86,16,0.222186661
86,17,0.220289216
86,18,0.222403217
86,19,0.234293184
86,20,0.236654678
86,21,0.2208667
86,22,0.204439365
86,23,0.191260373
87,0,0.178772299
87,1,0.17212093
87,2,0.169181953
87,3,0.168480724
87,4,0.172265301
87,5,0.183062174
87,6,0.207233971
87,7,0.228528664
87,8,0.235623458
87,9,0.237294034
87,10,0.234994414
87,11,0.235479087
87,12,0.234757233
87,13,0.235736892
87,14,0.232550422
87,15,0.229302079
87,16,0.22850804
87,17,0.226919961
87,18,0.230013621
87,19,0.239459596
87,20,0.243027617
87,21,0.227260264
87,22,0.211451661
87,23,0.197045518
88,0,0.184701814
88,1,0.180453188
88,2,0.177864826
88,3,0.176678923
88,4,0.181061608
88,5,0.191311934
88,6,0.215246551
88,7,0.233952881
88,8,0.242512007
88,9,0.237314659
88,10,0.229250518
88,11,0.22499158
88,12,0.220144846
88,13,0.217597732
88,14,0.215978717
88,15,0.215411546
88,16,0.218247401
88,17,0.222588837
88,18,0.223815989
88,19,0.23596376
88,20,0.237046541
88,21,0.222011354
88,22,0.20554277
88,23,0.191940979
89,0,0.178926982
89,1,0.172749974
89,2,0.169707875
89,3,0.170017241
89,4,0.173513077
89,5,0.182371257
89,6,0.206316185
89,7,0.225630936
89,8,0.235468775
89,9,0.234808794
89,10,0.229405201
89,11,0.228487415
89,12,0.225527814
89,13,0.231735758
89,14,0.227373698
89,15,0.227167454
89,16,0.225785619
89,17,0.224280038
89,18,0.223207569
89,19,0.230353924
89,20,0.230766412
89,21,0.214988746
89,22,0.199015148
89,23,0.185444293
90,0,0.174214307
90,1,0.168975709
90,2,0.165923298
90,3,0.166160479
90,4,0.16921289
90,5,0.17736984
90,6,0.200407295
90,7,0.218206152
90,8,0.225630936
90,9,0.226497161
90,10,0.222815705
90,11,0.221681363
90,12,0.223527247
90,13,0.222960076
90,14,0.223826301
90,15,0.219856104
90,16,0.221268875
90,17,0.219505489
90,18,0.220722329
90,19,0.22850804
90,20,0.228693659
90,21,0.214617506
90,22,0.198592348
90,23,0.185279297
91,0,0.172904657
91,1,0.167346382
91,2,0.162045911
91,3,0.161262184
91,4,0.161788106
91,5,0.162221218
91,6,0.16775887
91,7,0.177617333
91,8,0.191610988
91,9,0.199242016
91,10,0.200561978
91,11,0.201541637
91,12,0.202531608
91,13,0.199974182
91,14,0.195869927
91,15,0.194240599
91,16,0.192858764
91,17,0.193889984
91,18,0.196344288
91,19,0.20178913
91,20,0.202469735
91,21,0.191167564
91,22,0.179937578
91,23,0.166273913
92,0,0.15571422
92,1,0.148908168
92,2,0.143587073
92,3,0.143071463
92,4,0.142607414
92,5,0.145422644
92,6,0.14610325
92,7,0.154961429
92,8,0.167088577
92,9,0.17882386
92,10,0.185640224
92,11,0.187424235
92,12,0.190486958
92,13,0.189692919
92,14,0.186310517
92,15,0.182928116
92,16,0.181690652
92,17,0.182608438
92,18,0.188053279
92,19,0.196581469
92,20,0.199314202
92,21,0.190229153
92,22,0.180752242
92,23,0.16912008
93,0,0.1606847
93,1,0.155642035
93,2,0.154548941
93,3,0.155786405
93,4,0.159581295
93,5,0.170646286
93,6,0.199324514
93,7,0.224640965
93,8,0.234715984
93,9,0.232550422
93,10,0.2268684
93,11,0.228126488
93,12,0.229889875
93,13,0.229663006
93,14,0.224775023
93,15,0.22808524
93,16,0.225878429
93,17,0.226198107
93,18,0.226971522
93,19,0.236139068
93,20,0.237572464
93,21,0.222114476
93,22,0.206749298
93,23,0.192528774
94,0,0.180659432
94,1,0.173925565
94,2,0.172172491
94,3,0.172409672
94,4,0.177091411
94,5,0.186527074
94,6,0.211678529
94,7,0.233014471
94,8,0.23994427
94,9,0.235396589
94,10,0.234808794
94,11,0.239088357
94,12,0.23872743
94,13,0.236365936
94,14,0.23272573
94,15,0.233767262
94,16,0.232911349
94,17,0.230952031
94,18,0.232426676
94,19,0.241975773
94,20,0.246327521
94,21,0.229642382
94,22,0.213297545
94,23,0.199695753
95,0,0.188311084
95,1,0.182484691
95,2,0.179916953
95,3,0.180174758
95,4,0.183639658
95,5,0.191549115
95,6,0.21467938
95,7,0.23366414
95,8,0.242512007
95,9,0.236871234
95,10,0.235066599
95,11,0.235334716
95,12,0.233519769
95,13,0.232911349
95,14,0.230127055
95,15,0.230199241
95,16,0.229085523
95,17,0.229075211
95,18,0.231240773
95,19,0.241202358
95,20,0.244574447
95,21,0.228848342
95,22,0.21130729
95,23,0.196468034
96,0,0.183949024
96,1,0.177122347
96,2,0.17418337
96,3,0.175173341
96,4,0.179380719
96,5,0.186362078
96,6,0.207821767
96,7,0.229188645
96,8,0.241027051
96,9,0.242697627
96,10,0.239903021
96,11,0.238995547
96,12,0.240810494
96,13,0.238593371
96,14,0.234736609
96,15,0.234839731
96,16,0.23390132
96,17,0.232942286
96,18,0.231436705
96,19,0.2380262
96,20,0.241552973
96,21,0.226816839
96,22,0.209997641
96,23,0.194426219
97,0,0.181783462
97,1,0.174812414
97,2,0.171399076
97,3,0.169181953
97,4,0.172615916
97,5,0.176513927
97,6,0.193694053
97,7,0.213256296
97,8,0.227940869
97,9,0.236561868
97,10,0.239975206
97,11,0.243615413
97,12,0.242470759
97,13,0.239067733
97,14,0.233024783
97,15,0.229611445
97,16,0.226342478
97,17,0.222485715
97,18,0.21946424
97,19,0.223434437
97,20,0.22541438
97,21,0.211152607
97,22,0.193920921
97,23,0.177906074
98,0,0.164840517
98,1,0.157219801
98,2,0.153858024
98,3,0.15158934
98,4,0.151888394
98,5,0.152558687
98,6,0.155456415
98,7,0.167356694
98,8,0.181628779
98,9,0.186640508
98,10,0.185495854
98,11,0.184980244
98,12,0.185031805
98,13,0.188135777
98,14,0.186908625
98,15,0.183959336
98,16,0.182061891
98,17,0.181113169
98,18,0.180216007
98,19,0.183402477
98,20,0.186867376
98,21,0.177875138
98,22,0.167439191
98,23,0.153950834
99,0,0.14291678
99,1,0.134295781
99,2,0.13054214
99,3,0.129593417
99,4,0.129789349
99,5,0.131088686
99,6,0.130253398
99,7,0.139812808
99,8,0.152919614
99,9,0.155404854
99,10,0.150094071
99,11,0.147000411
99,12,0.144968908
99,13,0.145154527
99,14,0.143875814
99,15,0.141390574
99,16,0.140142798
99,17,0.141287452
99,18,0.145886693
99,19,0.153693029
99,20,0.161220935
99,21,0.156425762
99,22,0.150929359
99,23,0.14127714
100,0,0.133780171
100,1,0.128665319
100,2,0.126870997
100,3,0.126149143
100,4,0.126406948
100,5,0.127077241
100,6,0.127726909
100,7,0.136007606
100,8,0.1447936
100,9,0.150083759
100,10,0.149918764
100,11,0.148846295
100,12,0.144669854
100,13,0.143071463
100,14,0.140833715
100,15,0.142803346
100,16,0.144989532
100,17,0.149320656
100,18,0.154817059
100,19,0.163169941
100,20,0.170605037
100,21,0.164087726
100,22,0.157240426
100,23,0.145360771
101,0,0.136564465
101,1,0.131088686
101,2,0.130480267
101,3,0.131233057
101,4,0.134842327
101,5,0.146196059
101,6,0.173317145
101,7,0.198530474
101,8,0.212410696
101,9,0.215040307
101,10,0.210678246
101,11,0.210430753
101,12,0.211286666
101,13,0.209399533
101,14,0.205150907
101,15,0.205862449
101,16,0.208997357
101,17,0.210771056
101,18,0.211833212
101,19,0.221475119
101,20,0.226466224
101,21,0.211369163
101,22,0.194498404
101,23,0.179648836
102,0,0.168387914
102,1,0.162551209
102,2,0.160365022
102,3,0.160622827
102,4,0.164603336
102,5,0.173141838
102,6,0.200355734
102,7,0.222970388
102,8,0.230817973
102,9,0.231859505
102,10,0.229333016
102,11,0.227662439
102,12,0.228477103
102,13,0.222207286
102,14,0.216721195
102,15,0.215782785
102,16,0.214153457
102,17,0.213338794
102,18,0.214751565
102,19,0.22189792
102,20,0.227249951
102,21,0.211565095
102,22,0.195539936
102,23,0.180236632
103,0,0.170749408
103,1,0.164500214
103,2,0.161849979
103,3,0.163747424
103,4,0.168470411
103,5,0.17460617
103,6,0.198674845
103,7,0.218216464
103,8,0.225981551
103,9,0.225445316
103,10,0.216391205
103,11,0.217783352
103,12,0.217339927
103,13,0.216164336
103,14,0.211348539
103,15,0.217443049
103,16,0.219257996
103,17,0.220227343
103,18,0.220402651
103,19,0.226373414
103,20,0.229642382
103,21,0.214081272
103,22,0.197829245
103,23,0.183082799
104,0,0.17202812
104,1,0.166572967
104,2,0.163334936
104,3,0.164015541
104,4,0.168130109
104,5,0.173709009
104,6,0.19696302
104,7,0.217855537
104,8,0.225899053
104,9,0.222403217
104,10,0.213235672
104,11,0.213905965
104,12,0.214318453
104,13,0.213142862
104,14,0.209203601
104,15,0.210358568
104,16,0.209141728
104,17,0.209347972
104,18,0.210647309
104,19,0.216308707
104,20,0.219938602
104,21,0.205841824
104,22,0.18932168
104,23,0.177617333
105,0,0.167738245
105,1,0.162025286
105,2,0.15796228
105,3,0.158065402
105,4,0.160437208
105,5,0.158746007
105,6,0.163860858
105,7,0.175616766
105,8,0.189538236
105,9,0.196272103
105,10,0.194601526
105,11,0.195725556
105,12,0.195529624
105,13,0.195457439
105,14,0.187991406
105,15,0.183845902
105,16,0.182072203
105,17,0.184629629
105,18,0.187125181
105,19,0.192497837
105,20,0.197891118
105,21,0.186702381
105,22,0.175606454
105,23,0.162520272
106,0,0.153249604
106,1,0.147010723
106,2,0.143679883
106,3,0.142710536
106,4,0.142597102
106,5,0.141101833
106,6,0.143061151
106,7,0.151939955
106,8,0.160323773
106,9,0.168501348
106,10,0.169326324
106,11,0.169388197
106,12,0.167449504
106,13,0.168202294
106,14,0.166490469
106,15,0.16260277
106,16,0.161643735
106,17,0.166645152
106,18,0.171615632
106,19,0.180422251
106,20,0.188661699
106,21,0.180989422
106,22,0.171842501
106,23,0.160519705
107,0,0.15280618
107,1,0.14737165
107,2,0.14624762
107,3,0.146649796
107,4,0.151836833
107,5,0.159787539
107,6,0.188651387
107,7,0.213596599
107,8,0.224754399
107,9,0.224145979
107,10,0.220732641
107,11,0.223754116
107,12,0.223723179
107,13,0.223692242
107,14,0.220825451
107,15,0.220577958
107,16,0.217443049
107,17,0.214937185
107,18,0.214895936
107,19,0.219618923
107,20,0.22438316
107,21,0.210719495
107,22,0.193663116
107,23,0.179638524
108,0,0.168449787
108,1,0.16232434
108,2,0.158787256
108,3,0.159251305
108,4,0.163293687
108,5,0.169687251
108,6,0.195364629
108,7,0.215514668
108,8,0.223640681
108,9,0.22265071
108,10,0.216329332
108,11,0.217123371
108,12,0.217020249
108,13,0.217247117
108,14,0.213823467
108,15,0.213854404
108,16,0.214266892
108,17,0.212029144
108,18,0.215308424
108,19,0.220732641
108,20,0.225249385
108,21,0.210172948
108,22,0.192879389
108,23,0.179205412
109,0,0.168821026
109,1,0.161767481
109,2,0.160695013
109,3,0.161179686
109,4,0.164417717
109,5,0.170976276
109,6,0.196705215
109,7,0.219484865
109,8,0.229570196
109,9,0.231354207
109,10,0.230096119
109,11,0.231715134
109,12,0.234674735
109,13,0.231952315
109,14,0.23038486
109,15,0.226703405
109,16,0.2225579
109,17,0.222279471
109,18,0.223413813
109,19,0.228518352
109,20,0.232271993
109,21,0.218113342
109,22,0.199675129
109,23,0.185238049
110,0,0.172791223
110,1,0.166655464
110,2,0.163654614
110,3,0.164190848
110,4,0.167449504
110,5,0.172605604
110,6,0.197066142
110,7,0.217638981
110,8,0.226476536
110,9,0.22368193
110,10,0.217958659
110,11,0.217608044
110,12,0.216422141
110,13,0.210389504
110,14,0.207450527
110,15,0.213761594
110,16,0.209574841
110,17,0.21027607
110,18,0.210193573
110,19,0.216504639
110,20,0.223692242
110,21,0.210265758
110,22,0.192116286
110,23,0.178545431
111,0,0.167439191
111,1,0.161726233
111,2,0.158158211
111,3,0.158869753
111,4,0.16241715
111,5,0.168295104
111,6,0.191580052
111,7,0.210760744
111,8,0.218783635
111,9,0.214060648
111,10,0.20554277
111,11,0.206223376
111,12,0.205161219
111,13,0.201716944
111,14,0.198437665
111,15,0.203830945
111,16,0.203088467
111,17,0.204934351
111,18,0.206295561
111,19,0.210667934
111,20,0.218020532
111,21,0.207522713
111,22,0.190373524
111,23,0.176080815
112,0,0.166490469
112,1,0.159622544
112,2,0.156178269
112,3,0.15604421
112,4,0.157910719
112,5,0.156528884
112,6,0.164242409
112,7,0.177142972
112,8,0.188610138
112,9,0.189435114
112,10,0.186527074
112,11,0.184629629
112,12,0.179927266
112,13,0.178792924
112,14,0.175018658
112,15,0.173018092
112,16,0.174255556
112,17,0.175946756
112,18,0.179040416
112,19,0.183423101
112,20,0.192044101
112,21,0.184000585
112,22,0.170563788
112,23,0.157756036
113,0,0.147227279
113,1,0.139957178
113,2,0.135966357
113,3,0.134419527
113,4,0.134254532
113,5,0.131088686
113,6,0.134594834
113,7,0.14366957
113,8,0.154064268
113,9,0.15965348
113,10,0.159117246
113,11,0.15777666
113,12,0.158127275
113,13,0.153723965
113,14,0.152878365
113,15,0.156776377
113,16,0.157560104
113,17,0.157518855
113,18,0.164417717
113,19,0.173843068
113,20,0.182453755
113,21,0.17563739
113,22,0.165789239
113,23,0.155765781
114,0,0.147711953
114,1,0.142421794
114,2,0.140555286
114,3,0.142009306
114,4,0.145350459
114,5,0.152919614
114,6,0.181257539
114,7,0.202222242
114,8,0.210740119
114,9,0.20882205
114,10,0.201747881
114,11,0.200623851
114,12,0.201562261
114,13,0.201314768
114,14,0.203531891
114,15,0.207110225
114,16,0.206491493
114,17,0.208388938
114,18,0.207924889
114,19,0.212781935
114,20,0.219722045
114,21,0.207213347
114,22,0.189239182
114,23,0.174998034
115,0,0.164799268
115,1,0.159880349
115,2,0.156776377
115,3,0.15735386
115,4,0.161128125
115,5,0.166665776
115,6,0.192683457
115,7,0.213658472
115,8,0.22316632
115,9,0.2221351
115,10,0.221774173
115,11,0.225610312
115,12,0.225682497
115,13,0.224661589
115,14,0.220268592
115,15,0.219515801
115,16,0.220093285
115,17,0.217247117
115,18,0.216545888
115,19,0.220144846
115,20,0.225465941
115,21,0.212647876
115,22,0.196901147
115,23,0.181938145
116,0,0.169934744
116,1,0.162107784
116,2,0.158529451
116,3,0.160200027
116,4,0.162943072
116,5,0.167686684
116,6,0.19457059
116,7,0.21191571
116,8,0.217731791
116,9,0.215050619
116,10,0.212482881
116,11,0.218958943
116,12,0.218051469
116,13,0.216793381
116,14,0.213441916
116,15,0.211812588
116,16,0.211523846
116,17,0.213751282
116,18,0.213637847
116,19,0.220113909
116,20,0.227219015
116,21,0.216803693
116,22,0.199520446
116,23,0.185155551
117,0,0.17357495
117,1,0.167026703
117,2,0.164067102
